sex,league,position,age,salary,height,weight,topspeed,careergoals
female,first,midfielder,25.3,26.0,161.0,57.6,22.25,43.0
female,first,midfielder,23.0,42.0,160.9,59.1,23.06,34.0
female,first,midfielder,21.0,24.0,161.1,48.7,22.25,46.0
female,first,midfielder,36.2,39.0,175.6,64.8,20.09,86.0
female,first,midfielder,30.9,38.0,164.1,54.1,20.01,63.0
female,first,midfielder,27.2,25.0,169.4,66.8,18.83,73.0
female,first,midfielder,27.0,33.0,175.9,64.4,25.94,89.0
female,first,midfielder,19.3,21.0,172.9,56.9,24.38,81.0
female,first,midfielder,31.2,31.0,174.5,68.4,19.12,87.0
female,first,midfielder,25.4,30.0,170.6,59.9,22.18,66.0
female,first,midfielder,23.9,14.0,172.9,62.9,23.84,63.0
female,first,midfielder,37.8,47.0,168.8,55.9,24.48,91.0
female,first,midfielder,17.7,27.0,160.9,57.2,22.65,6.0
female,first,midfielder,23.7,38.0,173.0,61.2,21.3,29.0
female,first,midfielder,28.0,27.0,166.8,55.2,20.91,54.0
female,first,midfielder,23.7,26.0,165.1,49.9,23.97,56.0
female,first,midfielder,37.9,52.0,167.3,57.8,22.41,80.0
female,first,midfielder,26.5,31.0,173.2,64.5,23.31,73.0
female,first,midfielder,20.3,18.0,170.2,59.0,25.3,54.0
female,first,midfielder,22.4,33.0,159.7,46.8,26.49,50.0
female,first,midfielder,25.1,14.0,168.1,52.7,21.96,89.0
female,first,midfielder,26.3,38.0,161.7,55.3,18.87,51.0
female,first,midfielder,22.0,26.0,168.4,54.0,23.63,63.0
female,first,midfielder,28.6,29.0,162.5,54.8,21.41,50.0
female,first,midfielder,33.3,35.0,169.3,56.2,25.58,75.0
female,first,midfielder,37.0,39.0,174.9,56.3,24.37,112.0
female,first,midfielder,26.4,33.0,170.7,56.7,22.12,56.0
female,first,midfielder,27.8,43.0,171.2,62.7,22.92,64.0
female,first,midfielder,24.4,28.0,165.6,58.2,24.33,38.0
female,first,midfielder,25.1,32.0,164.7,60.8,20.41,34.0
female,first,midfielder,26.3,26.0,165.3,58.7,21.74,67.0
female,first,midfielder,21.3,21.0,167.6,58.8,22.24,60.0
female,first,midfielder,31.5,30.0,167.8,55.3,22.95,83.0
female,first,midfielder,31.2,30.0,170.6,58.4,21.4,82.0
female,first,midfielder,20.4,13.0,163.9,49.0,23.28,60.0
female,first,midfielder,25.4,26.0,172.9,58.3,24.11,73.0
female,first,midfielder,24.2,28.0,166.1,46.3,25.99,67.0
female,first,midfielder,30.1,34.0,166.0,51.1,25.03,82.0
female,first,midfielder,26.0,43.0,175.1,64.9,26.91,76.0
female,first,midfielder,28.8,34.0,166.8,56.7,19.64,66.0
female,first,midfielder,28.1,24.0,166.8,62.0,23.16,77.0
female,first,midfielder,24.7,32.0,167.9,59.0,22.09,49.0
female,first,midfielder,23.5,30.0,165.5,51.4,25.71,30.0
female,first,midfielder,25.6,24.0,171.4,61.4,22.78,53.0
female,first,midfielder,20.4,17.0,174.6,62.8,25.1,67.0
female,first,midfielder,32.2,41.0,167.6,64.6,20.14,67.0
female,first,midfielder,23.2,40.0,165.2,61.5,19.13,28.0
female,first,midfielder,29.7,40.0,167.8,60.4,22.67,29.0
female,first,midfielder,23.4,24.0,169.8,63.9,22.32,60.0
female,first,midfielder,22.0,27.0,171.3,61.9,21.54,65.0
female,first,midfielder,28.2,19.0,169.8,57.2,22.28,84.0
female,first,midfielder,28.4,33.0,169.1,58.8,21.62,71.0
female,first,midfielder,19.0,31.0,165.2,54.8,22.68,44.0
female,first,midfielder,35.4,39.0,167.4,57.9,21.78,84.0
female,first,midfielder,32.4,34.0,168.4,58.1,22.75,77.0
female,first,midfielder,21.6,22.0,170.4,58.2,20.85,68.0
female,first,midfielder,34.2,29.0,170.3,60.1,22.08,82.0
female,first,midfielder,25.2,24.0,157.7,45.2,21.39,46.0
female,first,midfielder,18.3,21.0,169.2,60.5,23.92,57.0
female,first,midfielder,26.9,35.0,168.4,61.0,22.6,53.0
female,first,midfielder,27.8,38.0,169.0,51.1,25.94,58.0
female,first,midfielder,17.7,23.0,163.6,46.8,21.68,39.0
female,first,midfielder,36.9,43.0,162.5,42.2,25.34,85.0
female,first,midfielder,24.8,35.0,165.4,61.5,21.05,34.0
female,first,midfielder,30.2,41.0,153.5,48.5,19.26,28.0
female,first,midfielder,31.4,31.0,166.7,59.8,23.14,61.0
female,first,midfielder,29.7,32.0,168.8,59.4,18.94,75.0
female,first,midfielder,26.5,32.0,167.5,57.6,24.0,59.0
female,first,midfielder,29.4,27.0,163.1,54.2,21.29,65.0
female,first,midfielder,22.3,20.0,165.2,57.8,22.83,62.0
female,first,midfielder,28.3,28.0,166.2,58.9,22.78,58.0
female,first,midfielder,22.8,25.0,162.0,57.0,22.86,31.0
female,first,midfielder,25.7,14.0,172.5,63.3,23.48,85.0
female,first,midfielder,24.8,29.0,162.5,58.9,16.73,46.0
female,first,midfielder,23.3,33.0,166.5,62.0,20.61,41.0
female,first,midfielder,37.0,37.0,176.1,62.8,23.16,105.0
female,first,midfielder,34.6,56.0,167.7,55.9,23.18,59.0
female,first,midfielder,23.5,36.0,165.3,56.1,19.53,66.0
female,first,midfielder,31.1,30.0,169.4,59.6,21.14,86.0
female,first,midfielder,23.4,39.0,160.7,57.5,22.72,24.0
female,first,midfielder,22.4,32.0,168.4,57.2,24.5,38.0
female,first,midfielder,27.6,27.0,172.7,52.3,22.26,77.0
female,first,midfielder,25.6,31.0,166.2,57.2,20.14,63.0
female,first,midfielder,29.2,17.0,170.9,53.1,23.21,96.0
female,first,midfielder,28.9,27.0,164.4,49.7,24.85,68.0
female,first,midfielder,19.8,29.0,164.9,63.5,21.88,24.0
female,first,midfielder,34.0,36.0,174.9,61.8,22.95,74.0
female,first,midfielder,35.2,48.0,173.6,64.1,20.89,82.0
female,first,midfielder,31.4,44.0,163.2,60.0,19.21,59.0
female,first,midfielder,24.7,20.0,167.7,57.4,24.49,60.0
female,first,midfielder,27.2,35.0,163.6,60.7,19.56,49.0
female,first,midfielder,25.8,30.0,164.5,53.6,22.46,45.0
female,first,midfielder,21.4,27.0,167.1,55.6,21.57,53.0
female,first,midfielder,24.0,25.0,172.5,62.1,24.21,99.0
female,first,midfielder,23.6,38.0,166.2,58.7,23.71,57.0
female,first,midfielder,31.6,46.0,164.2,57.6,20.23,55.0
female,first,midfielder,26.5,24.0,163.9,48.4,24.66,71.0
female,first,midfielder,22.6,28.0,167.7,60.2,23.05,40.0
female,first,midfielder,31.1,45.0,176.4,63.3,25.12,70.0
female,first,midfielder,23.4,22.0,173.8,64.5,22.5,30.0
female,first,midfielder,20.1,15.0,167.1,57.7,21.34,59.0
female,first,midfielder,26.4,28.0,169.1,57.2,25.75,39.0
female,first,midfielder,23.4,26.0,174.9,61.8,23.8,71.0
female,first,midfielder,25.9,33.0,163.1,46.6,22.71,66.0
female,first,midfielder,27.5,28.0,166.0,57.2,22.36,56.0
female,first,midfielder,29.2,36.0,161.5,48.1,20.6,74.0
female,first,midfielder,24.6,45.0,166.8,54.2,23.57,32.0
female,first,midfielder,17.4,21.0,167.8,55.3,24.58,53.0
female,first,midfielder,23.8,22.0,163.7,51.0,21.55,61.0
female,first,midfielder,27.5,29.0,164.8,46.7,22.51,85.0
female,first,midfielder,30.5,36.0,176.1,66.5,22.72,76.0
female,first,midfielder,22.8,29.0,168.1,57.7,22.15,42.0
female,first,midfielder,31.5,30.0,165.2,53.1,23.4,83.0
female,first,midfielder,21.3,18.0,171.6,59.1,22.42,63.0
female,first,midfielder,18.1,22.0,167.5,55.4,22.21,37.0
female,first,midfielder,25.4,30.0,167.3,62.5,22.63,66.0
female,first,midfielder,19.5,32.0,166.4,63.8,20.87,39.0
female,first,midfielder,30.9,41.0,165.8,53.0,22.25,72.0
female,first,midfielder,33.4,35.0,174.3,65.4,25.32,86.0
female,first,midfielder,27.3,27.0,171.6,60.7,23.04,80.0
female,first,midfielder,26.8,27.0,165.5,58.0,20.83,60.0
female,first,midfielder,25.7,36.0,167.9,57.4,23.72,51.0
female,first,midfielder,19.7,29.0,169.2,62.4,24.12,45.0
female,first,midfielder,24.9,25.0,167.0,60.2,21.9,58.0
female,first,midfielder,27.0,36.0,173.5,69.3,23.21,63.0
female,first,midfielder,30.5,36.0,168.0,52.3,26.51,62.0
female,first,midfielder,21.9,24.0,161.3,52.9,21.98,38.0
female,first,midfielder,24.6,22.0,167.3,60.9,21.78,82.0
female,first,midfielder,30.0,49.0,178.9,72.4,24.23,65.0
female,first,midfielder,30.7,40.0,165.2,59.2,23.43,42.0
female,first,midfielder,28.7,33.0,168.8,54.1,24.99,66.0
female,first,midfielder,21.6,33.0,167.1,58.1,25.72,35.0
female,first,midfielder,25.6,20.0,166.3,58.9,20.64,48.0
female,first,midfielder,25.9,46.0,163.0,55.2,21.89,29.0
female,first,midfielder,28.7,32.0,174.1,66.4,24.2,68.0
male,second,midfielder,32.6,83.0,165.7,59.7,26.4,52.0
male,second,midfielder,26.1,92.0,181.6,73.7,29.25,81.0
male,second,midfielder,21.9,60.0,169.4,69.9,31.81,21.0
male,second,midfielder,24.9,92.0,179.8,77.1,27.12,43.0
male,second,midfielder,26.2,78.0,178.2,78.0,28.97,50.0
male,second,midfielder,22.5,84.0,175.8,68.3,29.41,52.0
male,second,midfielder,24.7,73.0,171.2,64.2,28.66,40.0
male,second,midfielder,25.1,60.0,180.2,81.0,29.02,39.0
male,second,midfielder,29.8,88.0,182.6,76.1,29.38,65.0
male,second,midfielder,30.6,87.0,179.4,68.8,28.01,67.0
male,second,midfielder,17.8,63.0,170.2,64.7,33.36,22.0
male,second,midfielder,25.3,50.0,164.4,64.2,31.13,11.0
male,second,midfielder,28.9,72.0,171.9,69.0,27.31,48.0
male,second,midfielder,21.2,40.0,183.5,82.9,29.91,14.0
male,second,midfielder,25.6,30.0,162.8,58.3,29.9,14.0
male,second,midfielder,26.5,76.0,178.4,81.2,31.89,33.0
male,second,midfielder,21.9,53.0,189.8,87.1,29.27,46.0
male,second,midfielder,20.5,64.0,174.3,64.6,30.68,49.0
male,second,midfielder,30.6,91.0,174.5,64.0,27.6,70.0
male,second,midfielder,28.8,74.0,179.7,59.0,24.33,61.0
male,second,midfielder,30.4,87.0,178.1,75.8,28.13,61.0
male,second,midfielder,25.0,63.0,177.6,70.4,24.59,39.0
male,second,midfielder,30.1,79.0,183.1,80.1,29.58,58.0
male,second,midfielder,19.7,5.0,190.9,83.9,27.81,41.0
male,second,midfielder,30.3,79.0,177.5,74.0,26.68,57.0
male,second,midfielder,31.9,100.0,179.4,65.4,29.67,79.0
male,second,midfielder,27.2,89.0,178.5,64.0,29.32,92.0
male,second,midfielder,19.8,35.0,174.4,68.2,29.38,28.0
male,second,midfielder,33.5,68.0,182.2,79.4,23.36,60.0
male,second,midfielder,22.4,44.0,172.3,72.2,30.16,27.0
male,second,midfielder,23.6,67.0,179.8,80.1,32.05,46.0
male,second,midfielder,22.9,17.0,177.0,77.3,30.09,19.0
male,second,midfielder,36.3,75.0,178.8,68.6,25.88,86.0
male,second,midfielder,31.4,63.0,174.5,72.6,25.58,60.0
male,second,midfielder,24.7,68.0,186.7,80.8,30.59,54.0
male,second,midfielder,23.0,64.0,179.9,80.2,29.14,57.0
male,second,midfielder,28.5,58.0,176.5,76.7,27.69,47.0
male,second,midfielder,30.8,68.0,172.9,73.5,31.14,66.0
male,second,midfielder,27.4,73.0,163.2,74.4,32.51,24.0
male,second,midfielder,23.2,69.0,168.2,71.2,29.4,34.0
male,second,midfielder,30.2,88.0,185.3,82.7,30.21,65.0
male,second,midfielder,22.4,44.0,170.5,69.9,28.86,42.0
male,second,midfielder,24.8,93.0,181.0,74.1,28.14,39.0
male,second,midfielder,22.3,50.0,178.9,70.0,27.12,37.0
male,second,midfielder,20.7,40.0,175.1,84.3,32.9,6.0
male,second,midfielder,25.8,55.0,172.8,69.9,28.97,37.0
male,second,midfielder,24.8,79.0,190.2,80.0,26.46,78.0
male,second,midfielder,23.6,57.0,177.9,72.3,26.86,31.0
male,second,midfielder,24.2,67.0,167.1,61.6,33.1,29.0
male,second,midfielder,21.5,68.0,175.2,71.5,30.76,46.0
male,second,midfielder,22.4,57.0,178.7,77.0,27.13,34.0
male,second,midfielder,25.8,91.0,179.9,83.6,29.5,39.0
male,second,midfielder,22.9,71.0,167.5,62.3,33.24,31.0
male,second,midfielder,33.3,79.0,184.9,69.2,26.47,77.0
male,second,midfielder,21.9,43.0,169.0,74.8,29.04,12.0
male,second,midfielder,26.0,44.0,176.2,73.0,28.38,38.0
male,second,midfielder,19.2,70.0,184.9,92.7,29.89,28.0
male,second,midfielder,32.6,78.0,171.1,63.0,26.95,57.0
male,second,midfielder,26.2,91.0,174.9,71.5,29.11,53.0
male,second,midfielder,31.0,87.0,183.1,80.1,28.7,58.0
male,second,midfielder,18.1,67.0,175.1,70.4,30.12,33.0
male,second,midfielder,20.5,76.0,165.4,63.0,32.63,34.0
male,second,midfielder,31.1,69.0,176.2,70.0,28.39,62.0
male,second,midfielder,18.3,86.0,187.8,80.4,29.37,53.0
male,second,midfielder,31.6,115.0,181.5,66.4,29.1,81.0
male,second,midfielder,23.5,51.0,175.9,77.0,29.74,28.0
male,second,midfielder,29.2,69.0,185.5,83.7,28.07,69.0
male,second,midfielder,26.5,61.0,182.1,72.9,29.99,65.0
male,second,midfielder,28.8,74.0,170.8,57.1,27.01,41.0
male,second,midfielder,26.7,51.0,179.9,78.0,26.43,43.0
male,second,midfielder,25.1,68.0,180.6,85.1,31.5,44.0
male,second,midfielder,34.3,82.0,175.5,64.2,29.55,58.0
male,second,midfielder,18.0,61.0,180.2,85.6,34.67,32.0
male,second,midfielder,21.6,81.0,176.0,77.7,32.74,39.0
male,second,midfielder,32.4,110.0,166.6,64.5,32.85,72.0
male,second,midfielder,20.5,46.0,170.7,66.0,30.49,29.0
male,second,midfielder,23.8,90.0,171.7,64.7,31.37,61.0
male,second,midfielder,30.1,67.0,187.3,88.9,29.4,74.0
male,second,midfielder,24.8,80.0,173.0,75.6,28.46,49.0
male,second,midfielder,28.7,82.0,201.6,87.9,26.8,94.0
male,second,midfielder,29.9,75.0,175.3,72.9,26.63,50.0
male,second,midfielder,29.6,90.0,182.0,78.9,31.0,69.0
male,second,midfielder,23.3,83.0,182.3,72.8,31.08,59.0
male,second,midfielder,25.3,71.0,172.4,75.3,28.07,27.0
male,second,midfielder,28.6,68.0,179.6,82.4,28.34,42.0
male,second,midfielder,31.4,89.0,190.1,74.0,25.76,101.0
male,second,midfielder,31.1,48.0,181.1,75.1,29.2,54.0
male,second,midfielder,24.8,33.0,171.1,67.9,29.76,35.0
male,second,midfielder,33.5,77.0,175.2,78.3,29.55,55.0
male,second,midfielder,32.2,97.0,182.9,73.7,26.36,77.0
male,second,midfielder,24.1,43.0,175.8,64.0,28.5,38.0
male,second,midfielder,28.9,89.0,177.7,79.8,25.08,57.0
male,second,midfielder,25.7,70.0,181.3,68.0,28.97,72.0
male,second,midfielder,29.7,89.0,174.4,55.8,24.72,71.0
male,second,midfielder,33.5,72.0,179.2,68.2,26.81,80.0
male,second,midfielder,28.7,89.0,175.8,71.0,27.03,62.0
male,second,midfielder,21.5,30.0,178.4,67.1,25.74,47.0
male,second,midfielder,22.6,67.0,169.7,75.8,32.8,12.0
male,second,midfielder,28.7,45.0,183.0,78.2,30.04,49.0
male,second,midfielder,29.4,88.0,175.6,78.4,28.66,54.0
male,second,midfielder,21.9,46.0,173.3,73.3,31.41,12.0
male,second,midfielder,25.0,103.0,168.8,70.0,30.19,50.0
male,second,midfielder,22.9,71.0,167.8,71.2,29.39,42.0
male,second,midfielder,27.8,74.0,173.8,80.6,29.95,36.0
male,second,midfielder,28.4,84.0,193.5,80.5,25.25,87.0
male,second,midfielder,23.6,43.0,188.6,82.5,28.18,31.0
male,second,midfielder,29.6,61.0,176.3,65.1,30.02,64.0
male,second,midfielder,32.6,104.0,167.3,62.7,29.97,59.0
male,second,midfielder,26.2,65.0,178.8,69.9,27.01,69.0
male,second,midfielder,24.6,68.0,161.6,64.9,28.83,10.0
male,second,midfielder,24.6,50.0,165.6,62.1,33.49,22.0
male,second,midfielder,22.8,84.0,179.1,78.8,27.45,53.0
male,second,midfielder,33.5,124.0,179.8,71.8,28.25,77.0
male,second,midfielder,28.8,78.0,180.1,62.9,25.02,90.0
male,second,midfielder,20.7,72.0,169.8,66.3,30.67,40.0
male,second,midfielder,34.8,110.0,176.8,71.4,23.17,77.0
male,second,midfielder,27.9,50.0,176.0,64.7,28.11,57.0
male,second,midfielder,33.9,108.0,180.5,79.0,30.84,88.0
male,second,midfielder,20.5,56.0,173.8,76.5,31.08,24.0
male,second,midfielder,24.6,49.0,165.8,67.0,31.04,13.0
male,second,midfielder,27.6,47.0,178.0,81.6,26.9,29.0
male,second,midfielder,28.5,43.0,180.3,79.1,26.73,49.0
male,second,midfielder,20.5,56.0,176.3,71.3,27.43,25.0
male,second,midfielder,23.7,39.0,175.2,68.3,27.56,40.0
male,second,midfielder,21.5,96.0,163.9,66.1,34.01,37.0
male,second,midfielder,19.6,64.0,171.8,70.0,30.77,40.0
male,second,midfielder,25.4,84.0,183.2,90.5,31.43,66.0
male,second,midfielder,25.1,47.0,175.9,70.8,27.91,26.0
male,second,midfielder,28.4,45.0,194.4,78.1,24.09,84.0
male,second,midfielder,33.1,102.0,179.0,70.7,29.12,71.0
male,second,midfielder,23.3,57.0,177.3,66.3,27.84,51.0
male,second,midfielder,26.4,93.0,179.7,71.5,27.63,63.0
male,second,midfielder,23.9,94.0,178.4,78.8,31.84,62.0
male,second,midfielder,19.0,66.0,169.1,73.8,31.35,7.0
male,second,midfielder,19.0,22.0,173.2,61.4,26.85,28.0
male,second,midfielder,32.4,99.0,183.8,65.7,26.14,101.0
male,second,midfielder,25.4,63.0,185.5,73.2,27.11,57.0
male,second,midfielder,22.9,72.0,174.8,70.4,30.4,38.0
male,second,midfielder,24.7,48.0,188.7,80.1,29.42,65.0
male,second,midfielder,28.2,83.0,176.7,68.0,27.77,53.0
male,second,midfielder,20.6,74.0,189.0,82.7,29.68,61.0
male,second,midfielder,26.2,65.0,179.5,75.9,29.0,47.0
male,second,midfielder,28.1,84.0,170.7,72.0,32.64,39.0
male,second,midfielder,24.7,64.0,187.0,76.5,27.33,61.0
male,second,midfielder,24.1,64.0,173.0,74.8,33.41,32.0
male,second,midfielder,27.8,91.0,176.9,75.8,31.23,56.0
male,second,midfielder,23.9,95.0,170.9,80.3,33.47,39.0
male,second,midfielder,23.7,80.0,175.9,72.0,31.43,39.0
male,second,midfielder,36.1,107.0,178.1,69.9,27.82,71.0
male,second,midfielder,20.9,42.0,177.8,73.0,29.22,31.0
female,second,midfielder,27.0,3.0,170.6,56.0,21.94,63.0
female,second,midfielder,23.5,3.0,164.7,54.2,21.17,39.0
female,second,midfielder,25.4,5.0,160.2,54.4,22.82,43.0
female,second,midfielder,21.9,5.0,167.4,59.2,22.89,35.0
female,second,midfielder,24.5,5.0,169.7,58.3,23.66,52.0
female,second,midfielder,26.5,5.0,177.3,63.0,22.77,60.0
female,second,midfielder,29.8,7.0,170.1,59.5,22.72,65.0
female,second,midfielder,24.0,4.0,165.4,55.5,20.78,41.0
female,second,midfielder,25.2,4.0,167.7,63.1,22.48,38.0
female,second,midfielder,24.6,3.0,167.2,57.8,23.85,44.0
female,second,midfielder,26.1,2.0,165.9,49.7,18.27,64.0
female,second,midfielder,22.9,3.0,167.3,55.0,22.35,43.0
female,second,midfielder,34.7,5.0,169.1,54.5,21.1,64.0
female,second,midfielder,24.8,4.0,165.2,58.6,22.42,50.0
female,second,midfielder,29.0,4.0,167.5,61.1,21.4,61.0
female,second,midfielder,21.2,4.0,160.4,56.1,22.41,18.0
female,second,midfielder,23.3,4.0,166.5,62.9,20.01,32.0
female,second,midfielder,25.2,5.0,165.2,55.9,21.27,59.0
female,second,midfielder,24.3,2.0,169.4,56.3,18.74,55.0
female,second,midfielder,23.4,4.0,168.0,58.7,21.02,36.0
female,second,midfielder,31.4,6.0,156.6,58.2,22.78,41.0
female,second,midfielder,27.2,3.0,164.2,54.6,20.72,54.0
female,second,midfielder,34.5,4.0,171.8,67.1,19.56,66.0
female,second,midfielder,24.4,3.0,168.9,67.2,19.83,45.0
female,second,midfielder,31.3,2.0,170.7,51.5,17.1,75.0
female,second,midfielder,30.4,3.0,169.0,58.3,20.46,70.0
female,second,midfielder,21.4,5.0,166.0,66.3,24.15,26.0
female,second,midfielder,32.4,2.0,174.0,65.8,18.32,78.0
female,second,midfielder,23.7,3.0,164.2,54.7,24.0,47.0
female,second,midfielder,35.7,6.0,164.1,59.0,21.2,71.0
female,second,midfielder,26.6,5.0,173.7,66.0,21.14,66.0
female,second,midfielder,30.9,6.0,163.2,59.8,22.14,55.0
female,second,midfielder,25.3,4.0,170.5,58.9,22.12,35.0
female,second,midfielder,27.9,3.0,163.7,50.2,22.21,64.0
female,second,midfielder,28.4,3.0,173.3,59.1,20.92,54.0
female,second,midfielder,35.2,5.0,163.6,60.6,22.36,62.0
female,second,midfielder,22.1,4.0,163.7,49.0,21.93,52.0
female,second,midfielder,23.9,4.0,167.6,57.7,22.71,26.0
female,second,midfielder,27.6,4.0,167.1,58.9,23.52,62.0
female,second,midfielder,26.0,5.0,166.3,64.3,24.38,20.0
female,second,midfielder,27.8,4.0,165.1,62.0,20.94,55.0
female,second,midfielder,28.2,4.0,165.8,54.7,22.73,53.0
female,second,midfielder,19.0,4.0,165.8,55.2,22.63,42.0
female,second,midfielder,24.9,3.0,171.9,62.7,25.01,55.0
female,second,midfielder,23.5,3.0,166.1,51.8,20.54,45.0
female,second,midfielder,25.3,5.0,164.3,57.8,26.12,38.0
female,second,midfielder,22.0,5.0,166.6,62.1,23.88,27.0
female,second,midfielder,20.8,4.0,167.9,62.0,24.09,31.0
female,second,midfielder,23.9,5.0,160.8,50.8,23.34,37.0
female,second,midfielder,22.5,2.0,169.3,53.8,23.36,48.0
female,second,midfielder,28.9,4.0,167.1,50.5,19.92,85.0
female,second,midfielder,26.7,2.0,171.8,59.5,17.99,76.0
female,second,midfielder,23.8,5.0,161.7,51.1,24.15,46.0
female,second,midfielder,22.5,3.0,158.3,50.3,24.54,29.0
female,second,midfielder,31.4,3.0,169.7,53.3,18.09,79.0
female,second,midfielder,27.5,5.0,181.8,72.1,23.55,66.0
female,second,midfielder,28.6,5.0,167.4,64.1,22.82,24.0
female,second,midfielder,27.3,3.0,163.8,53.4,20.44,44.0
female,second,midfielder,21.2,1.0,171.3,60.2,20.11,73.0
female,second,midfielder,35.6,6.0,170.4,61.1,21.78,74.0
female,second,midfielder,23.3,5.0,165.0,62.8,24.64,35.0
female,second,midfielder,27.8,4.0,162.3,50.3,23.01,70.0
female,second,midfielder,26.8,3.0,170.0,61.6,22.67,66.0
female,second,midfielder,24.4,3.0,158.3,52.6,21.52,32.0
female,second,midfielder,20.0,2.0,168.2,56.8,21.14,53.0
female,second,midfielder,23.6,2.0,168.6,55.6,20.52,57.0
female,second,midfielder,30.2,7.0,154.8,52.0,24.04,29.0
female,second,midfielder,29.3,5.0,165.3,53.6,23.85,60.0
female,second,midfielder,33.9,5.0,165.7,57.3,18.11,75.0
female,second,midfielder,21.4,4.0,166.4,60.8,23.9,17.0
female,second,midfielder,23.6,2.0,167.7,55.2,21.87,49.0
female,second,midfielder,25.6,3.0,167.4,59.3,21.06,65.0
female,second,midfielder,25.3,4.0,169.7,62.1,20.42,57.0
female,second,midfielder,27.6,5.0,165.4,54.7,23.94,56.0
female,second,midfielder,22.8,4.0,169.2,62.8,20.64,50.0
female,second,midfielder,25.8,4.0,156.0,43.8,24.46,42.0
female,second,midfielder,28.1,3.0,168.9,67.6,22.88,31.0
female,second,midfielder,26.4,3.0,167.3,62.4,20.59,56.0
female,second,midfielder,22.4,4.0,167.7,61.2,21.76,38.0
female,second,midfielder,22.6,3.0,165.5,58.5,22.46,30.0
female,second,midfielder,23.7,5.0,162.7,51.8,22.96,36.0
female,second,midfielder,28.2,4.0,165.1,48.7,19.51,66.0
female,second,midfielder,28.3,6.0,161.8,52.2,21.04,58.0
female,second,midfielder,32.5,5.0,162.4,52.3,20.29,68.0
female,second,midfielder,19.5,3.0,165.6,54.8,22.48,35.0
female,second,midfielder,32.0,5.0,162.5,47.8,21.67,78.0
female,second,midfielder,30.4,4.0,170.6,65.9,20.1,47.0
female,second,midfielder,26.9,7.0,167.8,66.5,26.46,50.0
female,second,midfielder,22.9,4.0,167.4,58.7,25.56,51.0
female,second,midfielder,21.0,3.0,175.3,61.4,19.91,48.0
female,second,midfielder,25.3,6.0,158.4,54.3,25.38,31.0
female,second,midfielder,22.2,3.0,173.2,57.3,23.26,73.0
female,second,midfielder,26.3,4.0,161.7,57.2,22.26,30.0
female,second,midfielder,25.6,5.0,167.7,52.8,22.47,60.0
female,second,midfielder,23.4,1.0,168.5,61.9,20.12,44.0
female,second,midfielder,23.6,3.0,171.8,59.2,20.31,56.0
female,second,midfielder,28.6,4.0,161.1,50.9,24.77,59.0
female,second,midfielder,25.1,1.0,172.5,65.8,23.28,40.0
female,second,midfielder,27.2,4.0,165.3,63.0,21.66,45.0
female,second,midfielder,32.6,4.0,172.1,57.8,22.48,78.0
female,second,midfielder,25.6,3.0,162.9,51.3,20.11,36.0
female,second,midfielder,26.1,3.0,167.3,56.3,22.31,53.0
female,second,midfielder,25.7,6.0,170.8,67.9,24.65,36.0
female,second,midfielder,27.6,2.0,165.5,50.2,19.31,51.0
female,second,midfielder,25.7,5.0,167.7,57.6,23.81,42.0
female,second,midfielder,24.6,6.0,162.7,60.1,23.13,36.0
female,second,midfielder,25.1,3.0,173.2,54.6,24.09,67.0
female,second,midfielder,29.8,5.0,167.2,64.1,20.91,36.0
female,second,midfielder,26.8,5.0,172.4,64.1,22.62,58.0
female,second,midfielder,30.1,3.0,170.8,53.1,24.86,62.0
female,second,midfielder,21.9,4.0,165.1,60.1,22.79,32.0
female,second,midfielder,27.5,3.0,167.8,64.2,23.48,41.0
female,second,midfielder,18.1,3.0,161.9,52.4,22.83,20.0
female,second,midfielder,23.1,3.0,168.2,57.2,18.53,51.0
female,second,midfielder,24.9,3.0,173.3,58.8,20.18,55.0
female,second,midfielder,34.6,8.0,155.6,48.9,25.77,47.0
female,second,midfielder,32.4,6.0,156.9,53.9,22.96,33.0
female,second,midfielder,23.4,4.0,168.4,61.8,22.52,52.0
female,second,midfielder,27.0,6.0,166.4,57.6,22.66,51.0
female,second,midfielder,21.7,4.0,157.6,46.7,22.68,37.0
female,second,midfielder,27.7,4.0,170.2,63.2,21.77,52.0
female,second,midfielder,25.1,5.0,164.2,51.9,21.28,59.0
female,second,midfielder,25.2,3.0,171.3,62.0,23.51,63.0
female,second,midfielder,31.3,4.0,168.3,56.6,18.74,73.0
female,second,midfielder,25.7,3.0,164.7,50.2,18.71,52.0
female,second,midfielder,21.4,5.0,161.1,54.5,21.16,41.0
female,second,midfielder,19.7,4.0,163.3,57.8,21.54,31.0
female,second,midfielder,20.5,3.0,162.0,54.6,23.51,30.0
female,second,midfielder,25.4,3.0,173.5,64.7,22.35,42.0
female,second,midfielder,29.4,4.0,168.5,56.9,20.01,55.0
female,second,midfielder,24.8,4.0,165.5,55.7,24.39,30.0
female,second,midfielder,20.9,5.0,167.0,64.8,22.65,25.0
female,second,midfielder,27.8,4.0,167.5,54.3,22.45,56.0
female,second,midfielder,23.0,1.0,166.0,52.5,18.94,50.0
female,second,midfielder,27.1,6.0,169.7,63.8,25.38,55.0
female,second,midfielder,36.5,3.0,168.9,49.4,17.31,80.0
female,second,midfielder,29.4,3.0,173.2,66.5,22.6,63.0
female,second,midfielder,27.7,2.0,172.4,56.0,18.51,76.0
