Sex,Sample ID,Month,Season,Year,Site,Ad_Atlantic_Salmon,Ad_cutthroat_trout,Ad_dolly_varden,Ad_Chinook_salmon,Ad_chum_salmon,Ad_coho_salmon,Ad_pink_salmon,Ad_sockeye_salmon,Ad_steelhead,American_Shad,Atka_Mackerel,Bathyraja_interrupta,Bay_Goby,Bering_Flounder,Big_Skate,Blackbelly_Eelpout,Buffalo_Sculpin,Butter_Sole,Cabezon,California_Market_Squid,Capelin,China_Rockfish,Dover_Sole,Dungeness_crab,English_Sole,Eulachon,Giant_Pacific_Octopus,Giant_Wrymouth,Great_Sculpin,Juv_Atlantic_salmon,Juv_Chinook_salmon,Juv_chum_salmon,Juv_coho_salmon,Juv_cutthroat_trout,Juv_dolly_varden,Juv_pink_salmon_,Juv_sockeye_salmon,Juv_steelhead,Kelp_Greenling,Lingcod,Longfin_Smelt,Longspine_Combfish,Magister_armhook_squid,Northern_Anchovy,Northern_Clingfish,Northern_Smoothtongue,Pacific_Cod,Pacific_Hake,Pacific_Halibut,Pacific_Herring,Pacific_Red_Octopus,Pacific_Sand_Lance,Pacific_Sandfish,Pacific_Staghorn_Sculpin,Pacific_Tomcod,Padded_Sculpin,Pile_Surfperch,Plainfin_Midshipman,Prickly_Sculpin,Puget_Sound_Rockfish,Red_Irish_Lord,River_Lamprey,Rock_Gunnel,Sablefish,Saddleback_Gunnel,Sand_Sole,Shiner_Surfperch,Snake_Prickleback,Speckled_Sanddab,Spiny_Dogfish,Spotted_Ratfish,Starry_Flounder,Striped_Surfperch,Surf_Smelt,Tadpole_Sculpin,Threespine_Stickleback,Walleye_Pollock,Whitebait_Smelt,Whitespotted_Greenling,Wolf_Eel,,Batrachoidiformes,Cephalopoda,Chimaeriformes,Clupeiformes,Crustacea,Gadiformes,Gasterosteiformes,Gobiesociformes,Osmeriformes,Perciformes,Petromyzontiformes,Pleuronectiformes,Rajiformes,Salmoniformes,Scorpaeniformes,Squaliformes
M,Pv12.333,8,fall,2012,Comox,0,0,0,0,0,0,0,0.906735752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302245251,0,0,0,0,0,0,0,0,0,0,95.85492228,0,1.208981002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.727115717,0,0,0,0,,0,0,0,1.208981002,0,95.85492228,1.727115717,0,0,0,0,0,0,1.208981003,0,0
M,Pv12.329,8,fall,2012,Comox,0,0,0,0,0,0,0,3.103448276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.034482759,0,0,0,0,0,0,0,0,0,0,0,0,2.988505747,0,92.87356322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,2.988505747,0,0,0,0,0,92.87356322,0,0,0,4.137931035,0,0
M,Pv12.328,8,fall,2012,Comox,0,0,0,3.879310345,0,0,1.293103448,25.86206897,0,0,0,0,0,0,0,1.724137931,1.724137931,0,0,0,0,0,0,0,1.724137931,0,0,0,1.724137931,0,1.293103448,0,0,0,0,0.431034483,8.620689655,0,0,0,0,0,0,0,0,0,0,5.172413793,0,22.4137931,0,0,0,1.724137931,0,0,0,0,0,0,0,1.724137931,0,0,0,0,0,1.724137931,0,0,0,1.724137931,0,0,0,0,17.24137931,0,0,0,,0,0,0,22.4137931,0,22.4137931,0,0,0,3.448275862,1.724137931,3.448275862,0,41.37931035,5.172413793,0
M,Pv12.326,8,fall,2012,Comox,0,0,0,0,0,0.127164075,0,4.895816884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042388025,0,0,0,1.631938961,0,0,0,0,0,0,0,0,0,0,0,0,1.510177282,0,91.79251477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1.510177282,0,0,0,0,0,91.79251477,0,0,0,6.697307945,0,0
M,Pv12.322,8,fall,2012,Comox,0,0,0.248538012,0.248538012,0,0,0.497076023,0.248538012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082846004,0,0,0,0.082846004,0.165692008,0.082846004,0,0,0,0,0,0,0,0,0,0,98.34307992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,98.34307992,0,0,0,0,0,0,0,1.656920079,0,0
F,Pv12.489,9,fall,2012,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
F,Pv12.487,9,fall,2012,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388888889,0,0,0,77.77777778,0,0,0,0,0,0,0,0,0,0,0,0,20.83333333,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1.388888889,0,0,0,0,0,20.83333333,0,0,0,0,77.77777778,0
F,Pv12.486,9,fall,2012,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0
F,Pv12.484,9,fall,2012,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,12.00631912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.99368088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,87.99368088,0,0,0,0,0,0,0,12.00631912,0,0,0,0
F,Pv12.482,9,fall,2012,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0
F,Pv12.481,9,fall,2012,Comox,0,0,0,0,0.857843137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.612745098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.470588235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.05882353,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1.470588235,0,0,0,0,0,97.05882353,0,0,0,1.470588235,0,0
F,Pv12.480,9,fall,2012,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.325581395,0,0,0,75.58139535,0,0,0,0,0,0,0,2.325581395,0,0,0,0,0,1.162790698,0,0,0,0,0,0,0,0,0,0,18.60465116,0,,0,0,0,2.325581395,0,0,0,0,0,1.162790698,2.325581395,0,0,0,94.18604651,0
F,Pv12.479,9,fall,2012,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
F,Pv12.474,9,fall,2012,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
F,Pv12.472,9,fall,2012,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.00813008,0,0,0,0,0,0,0,0,0,0,0,0,11.99186992,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,11.99186992,0,0,0,0,88.00813008,0
F,Pv12.468,9,fall,2012,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
F,Pv12.466,9,fall,2012,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.325581395,0,0,0,62.79069767,0,0,0,0,0,0,0,0,0,0,0,0,0,34.88372093,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,2.325581395,0,0,0,0,0,34.88372093,0,0,0,0,62.79069767,0
F,Pv12.465,9,fall,2012,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.375515818,0,98.62448418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,98.62448418,0,1.375515818,0,0,0,0,0,0,0,0,0,0
F,Pv12.461,9,fall,2012,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.515151515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.46464646,0,2.02020202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,2.02020202,0,96.46464646,0,0,0,0,0,1.515151515,0,0,0,0
F,Pv12.460,9,fall,2012,Comox,0,0,0,0,0,0,2.748037116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.10920771,0,0,0,0,0,0,0,0,0,0,1.962883655,0,0,0,0,0,0,0,0,0,0,0,0,0,3.854389722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.3254818,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,3.854389722,0,0,0,0,0,44.3254818,0,47.10920771,0,4.710920771,0,0
M,Pv12.488,9,fall,2012,Comox,0,0,0,0,0,0.972222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.694444445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,98.33333333,0,0,0,0,0,0,0,0,0,1.666666667,0,0
M,Pv12.483,9,fall,2012,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.75486381,0,0,0,0,0,0,0,40.07782101,0,1.167315175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1.167315175,0,40.07782101,0,0,0,0,0,0,0,0,58.75486381,0
M,Pv12.477,9,fall,2012,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.868269733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.13173027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,96.13173027,0,0,0,0,0,0,0,3.868269733,0,0
M,Pv12.476,9,fall,2012,Comox,0,0,0,94.11764706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.176470588,0,0,0,0,0,0,0,0,0,0,0,2.352941176,0,0,0,0,0,1.176470588,0,0,0,0,0,0,0,0,1.176470588,0,0,0,,0,0,0,1.176470588,0,1.176470588,0,0,0,1.176470588,2.352941176,0,0,94.11764706,0,0
M,Pv12.469,9,fall,2012,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
M,Pv12.464,9,fall,2012,Comox,0,0,0,3.927680798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.805486284,0,0,0,0,0,0,0,0,93.26683292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,6.733167082,93.26683292,0
M,Pv12.463,9,fall,2012,Comox,0,0,0,7.675438598,7.236842107,15.35087719,17.54385965,9.868421051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.482456142,5.169172933,10.96491228,0,0,12.53132832,7.048872179,0,0,0,0,0,0,0,0,0,0,0,0,1.127819549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1.127819549,0,0,0,0,0,0,0,0,0,98.87218045,0,0
M,Pv12.459,9,fall,2012,Comox,0,0,0,0,0.678294574,0,56.97674418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.484496124,0,0,0,40.69767442,0,0,0,0,0,0,0,0,0,0,0,0,0,1.162790698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1.162790698,0,0,0,0,0,0,0,0,0,98.8372093,0,0
F,Pv12.624,10,fall,2012,Comox,0,0,0,0,57.37028302,42.62971698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
F,Pv12.622,10,fall,2012,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
F,Pv12.617,10,fall,2012,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.92537313,0,0,0,0,0,0,0,0,0,0,10.07462687,0,,0,0,0,0,0,0,0,0,0,89.92537313,0,0,0,0,10.07462687,0
F,Pv12.616,10,fall,2012,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234567901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.7654321,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1.234567901,0,0,0,0,0,98.7654321,0,0,0,0,0,0
F,Pv12.615,10,fall,2012,Comox,0,0,0,0,0,0,9.947643979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.0052356,0,0,0,0,0,0,0,0,1.047120419,0,0,0,,0,0,0,0,0,1.047120419,0,0,0,89.0052356,0,0,0,9.947643979,0,0
F,Pv12.614,10,fall,2012,Comox,0,0,0,0,60.12658228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.40084388,0,0,0,0,0,0,0,0,0,22.99578059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.476793249,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,22.99578059,0,0,0,0,0,1.476793249,0,0,0,60.12658228,15.40084388,0
F,Pv12.612,10,fall,2012,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
F,Pv12.611,10,fall,2012,Comox,0,0,0,5.096660808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.569420035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.01405975,0,0,0,0,0,0,0,0,0,0,22.3198594,0,,0,0,0,0,0,0,0,0,0,68.01405975,0,0,0,5.096660808,26.88927944,0
F,Pv12.610,10,fall,2012,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
F,Pv12.609,10,fall,2012,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
F,Pv12.603,10,fall,2012,Comox,0,0,0,1.987662783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.782042495,0,0,0,96.23029472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1.782042495,0,0,0,0,0,0,0,0,0,1.987662783,96.23029472,0
F,Pv12.602,10,fall,2012,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.66666667,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
F,Pv12.601,10,fall,2012,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
F,Pv12.600,10,fall,2012,Comox,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
F,Pv12.598,10,fall,2012,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
F,Pv12.597,10,fall,2012,Comox,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
F,Pv12.596,10,fall,2012,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.963585434,0,0,0,0,0,0,0,0,0,0,0,0,0,23.52941176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.85154062,0,0,0,0,0,0,0,0,38.65546218,0,0,0,,0,0,0,0,0,38.65546218,0,0,8.963585434,28.85154062,0,0,0,0,23.52941176,0
F,Pv12.594,10,fall,2012,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.2556391,0,0,0,0,0,0,0,0,0,1.503759398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.20300752,0,0,0,0,0,0,0,0,0,0,0,15.03759398,0,,0,0,0,1.503759398,0,0,0,0,0,31.20300752,0,0,0,0,67.29323308,0
M,Pv12.626,10,fall,2012,Comox,0,0,0,0,97.32620321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.673796791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,2.673796791,0,0,0,0,0,0,0,0,0,97.32620321,0,0
M,Pv12.623,10,fall,2012,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
M,Pv12.621,10,fall,2012,Comox,0,0,0,0,82.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.25,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,16.25,0,0,0,0,0,0,1.25,0,0,82.5,0,0
M,Pv12.620,10,fall,2012,Comox,0,0,0,0,96.6480447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.117318436,0,2.234636872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,2.234636872,0,1.117318436,0,0,0,0,0,0,0,96.6480447,0,0
M,Pv12.619,10,fall,2012,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
M,Pv12.606,10,fall,2012,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
M,Pv12.604,10,fall,2012,Comox,0,0,0,1.133084665,13.03047364,0.377694888,0.188847444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.26989936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,85.26989936,0,0,0,0,0,0,0,0,0,14.73010064,0,0
M,Pv12.599,10,fall,2012,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
M,Pv12.591,10,fall,2012,Comox,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
F,Pv13.070,4,spring,2013,Comox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20240481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.79759519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,98.79759519,0,0,0,0,1.20240481,0,0,0,0,0,0,0
