MSZoning,LotArea,Street,LandContour,Utilities,LandSlope,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,ExterQual,ExterCond,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleCondition,SalePrice
RL,13350,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,5,1974,1974,TA,TA,CBlock,762,0,102,864,GasA,TA,Y,894,0,0,894,1,0,1,0,3,1,TA,5,Typ,1,2,440,Y,241,0,0,0,0,0,0,6,2006,Normal,142500
RH,8400,Pave,Lvl,AllPub,Gtl,Duplex,1Story,5,5,1977,1977,TA,TA,Slab,0,0,0,0,GasA,TA,Y,2020,0,0,2020,0,0,2,0,4,2,TA,10,Typ,2,2,630,Y,0,0,0,0,0,0,0,10,2007,Normal,144000
RL,10530,Pave,Lvl,AllPub,Gtl,Duplex,SFoyer,6,5,1977,1977,TA,TA,CBlock,975,0,0,975,GasA,TA,Y,1004,0,0,1004,1,0,1,0,2,1,TA,4,Typ,0,2,504,Y,0,0,0,0,0,0,0,5,2006,Normal,135000
RL,7875,Pave,Lvl,AllPub,Gtl,1Fam,1Story,7,5,1995,1996,TA,TA,PConc,0,0,1237,1237,GasA,Gd,Y,1253,0,0,1253,0,0,2,0,3,1,TA,6,Typ,1,2,402,Y,220,21,0,0,0,0,0,6,2007,Normal,176000
RL,7153,Pave,Lvl,AllPub,Gtl,1Fam,2Story,6,5,1992,1992,Gd,Gd,PConc,387,0,374,761,GasA,Ex,Y,810,793,0,1603,0,0,2,1,3,1,Gd,7,Typ,0,2,484,Y,0,124,0,0,0,0,0,7,2006,Normal,175900
RL,16285,Pave,Lvl,AllPub,Gtl,1Fam,1Story,7,5,2001,2002,Gd,TA,PConc,0,0,1413,1413,GasA,Ex,Y,1430,0,0,1430,0,0,2,0,3,1,Gd,6,Typ,0,2,605,Y,0,33,0,0,0,0,0,6,2009,Normal,187100
RL,9101,Pave,Lvl,AllPub,Gtl,1Fam,SFoyer,5,6,1978,1978,TA,Gd,PConc,1097,0,0,1097,GasA,Ex,Y,1110,0,0,1110,1,0,1,0,1,1,Gd,4,Typ,1,2,602,Y,303,30,0,0,0,0,0,7,2009,Normal,165500
RM,6300,Pave,Lvl,AllPub,Gtl,1Fam,2.5Unf,6,6,1914,2001,TA,TA,CBlock,0,0,742,742,GasA,Ex,Y,742,742,0,1484,0,0,2,0,3,1,TA,9,Typ,1,0,0,Y,0,291,134,0,0,0,0,6,2008,Normal,128000
RL,9790,Pave,Lvl,AllPub,Gtl,1Fam,1Story,6,5,1967,1967,TA,TA,CBlock,251,630,491,1372,GasA,TA,Y,1342,0,0,1342,0,0,2,0,3,1,TA,7,Typ,1,2,457,Y,0,0,0,0,197,0,0,9,2009,Normal,161500
RM,10800,Pave,Lvl,AllPub,Gtl,1Fam,1.5Fin,5,6,1915,1950,TA,Gd,PConc,686,0,0,686,GasA,TA,Y,966,686,0,1652,1,0,2,0,4,1,TA,7,Typ,0,1,416,Y,0,0,196,0,0,0,1200,6,2010,Normal,139000
RL,10142,Pave,Lvl,AllPub,Gtl,1Fam,2Story,7,5,2004,2004,Gd,TA,PConc,656,0,300,956,GasA,Ex,Y,956,1128,0,2084,1,0,2,1,4,1,Gd,8,Typ,0,2,618,Y,0,45,0,0,0,0,0,1,2010,Normal,233000
RM,6000,Pave,Lvl,AllPub,Gtl,1Fam,1Story,4,7,1954,2000,TA,TA,CBlock,0,0,901,901,GasA,Ex,Y,901,0,0,901,0,0,1,0,2,1,TA,4,Typ,0,1,281,Y,0,0,0,0,0,0,0,8,2008,Normal,107900
RL,12205,Pave,Low,AllPub,Gtl,1Fam,2Story,6,8,1966,2007,TA,TA,CBlock,568,0,264,832,GasA,Gd,Y,976,1111,0,2087,0,0,2,1,5,1,Gd,9,Typ,0,2,444,Y,133,168,0,0,0,0,0,7,2007,Normal,187500
RL,3182,Pave,Lvl,AllPub,Gtl,TwnhsE,1Story,7,5,2005,2006,Gd,TA,PConc,16,0,1129,1145,GasA,Ex,Y,1145,0,0,1145,0,0,2,0,2,1,Gd,5,Typ,1,2,397,Y,100,16,0,0,0,0,0,9,2009,Normal,160200
RL,11333,Pave,Lvl,AllPub,Gtl,1Fam,SLvl,6,5,1976,1976,TA,TA,PConc,539,0,490,1029,GasA,TA,Y,1062,0,0,1062,1,0,1,0,3,1,TA,5,Typ,2,2,539,Y,120,0,0,0,0,0,0,5,2007,Normal,146800
RL,9920,Pave,Lvl,AllPub,Gtl,1Fam,2Story,7,5,1996,1997,Gd,TA,PConc,862,0,255,1117,GasA,Ex,Y,1127,886,0,2013,1,0,2,1,3,1,TA,8,Typ,1,2,455,Y,180,130,0,0,0,0,0,6,2007,Normal,269790
RL,9158,Pave,Lvl,AllPub,Gtl,1Fam,1Story,8,5,2007,2007,Gd,TA,PConc,0,0,1496,1496,GasA,Ex,Y,1496,0,0,1496,0,0,2,0,3,1,Gd,7,Typ,0,2,474,Y,168,130,0,0,0,0,0,6,2007,Partial,225000
RL,10832,Pave,Lvl,AllPub,Gtl,1Fam,2Story,7,5,1994,1996,Gd,TA,PConc,0,0,712,712,GasA,Ex,Y,1086,809,0,1895,0,0,2,1,3,1,Gd,7,Typ,1,2,409,Y,143,46,0,0,0,0,500,10,2008,Normal,194500
RL,8400,Pave,Lvl,AllPub,Gtl,1Fam,2Story,6,6,1980,1981,TA,TA,CBlock,0,0,650,650,GasA,TA,Y,888,676,0,1564,0,0,2,1,3,1,TA,7,Typ,1,2,476,Y,0,50,0,0,204,0,0,4,2010,Normal,171000
RL,8197,Pave,Lvl,AllPub,Gtl,1Fam,1Story,6,5,1977,1977,TA,TA,CBlock,0,0,660,660,GasA,Ex,Y,1285,0,0,1285,0,0,1,1,3,1,TA,7,Typ,1,2,528,Y,138,0,0,0,0,0,0,4,2007,Normal,143500
RL,7677,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,5,1953,1953,TA,TA,CBlock,570,0,203,773,GasA,Gd,Y,773,0,0,773,0,0,1,0,2,1,TA,4,Typ,0,1,240,Y,0,0,0,0,0,0,0,4,2008,Abnorml,110000
RL,13518,Pave,Lvl,AllPub,Gtl,1Fam,2Story,9,5,2008,2009,Ex,TA,PConc,0,0,1926,1926,GasA,Ex,Y,1966,1174,0,3140,0,0,3,1,4,1,Ex,11,Typ,2,3,820,Y,144,78,0,0,0,0,0,7,2009,Partial,485000
RL,7200,Pave,Lvl,AllPub,Gtl,1Fam,1.5Fin,5,7,1937,1950,TA,TA,BrkTil,569,0,162,731,GasA,Ex,Y,981,787,0,1768,1,0,1,1,3,1,Gd,7,Typ,2,1,240,Y,0,0,264,0,0,0,0,6,2007,Normal,175000
RL,12798,Pave,HLS,AllPub,Mod,1Fam,2Story,6,5,1997,1997,TA,TA,PConc,462,0,154,616,GasA,Gd,Y,616,1072,0,1688,1,0,2,1,4,1,Gd,8,Typ,0,2,603,Y,403,114,185,0,0,0,400,5,2008,Normal,200000
RM,4800,Pave,Lvl,AllPub,Gtl,1Fam,1Story,4,7,1916,1990,TA,TA,CBlock,197,0,999,1196,GasA,Ex,Y,1196,0,0,1196,1,0,1,0,2,1,TA,5,Typ,0,2,440,Y,0,0,0,0,0,0,0,7,2007,Normal,109900
RL,8199,Pave,Lvl,AllPub,Gtl,1Fam,2Story,7,5,2005,2005,Gd,TA,PConc,648,0,80,728,GasA,Ex,Y,728,728,0,1456,1,0,2,1,3,1,Gd,7,Typ,1,2,410,Y,36,18,0,0,0,0,0,10,2008,Normal,189000
RL,13891,Pave,Lvl,AllPub,Gtl,1Fam,2Story,9,5,2008,2009,Ex,TA,PConc,0,0,1734,1734,GasA,Ex,Y,1734,1088,0,2822,0,0,3,1,4,1,Ex,12,Typ,1,3,1020,Y,52,170,0,0,192,0,0,1,2009,Partial,582933
RL,9000,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,5,1954,1954,TA,TA,CBlock,812,0,124,936,GasA,TA,Y,1128,0,0,1128,0,0,1,0,2,1,TA,5,Min1,0,1,286,Y,0,0,0,0,0,0,0,6,2006,Family,118000
RL,12274,Pave,Lvl,AllPub,Gtl,1Fam,1Story,7,5,2008,2008,Gd,TA,PConc,0,0,1417,1417,GasA,Ex,Y,1428,0,0,1428,0,0,2,0,3,1,Ex,6,Typ,0,2,554,Y,0,60,0,0,0,0,0,7,2008,Partial,227680
RL,9750,Pave,Lvl,AllPub,Gtl,1Fam,SLvl,5,5,1967,1967,TA,TA,PConc,400,480,100,980,GasA,Gd,Y,980,0,0,980,0,0,2,0,3,1,TA,6,Typ,0,1,384,Y,68,0,0,0,0,0,0,10,2006,Normal,135500
RL,21384,Pave,Lvl,AllPub,Gtl,1Fam,2Story,5,6,1923,2004,TA,TA,CBlock,1309,0,15,1324,GasA,Ex,Y,1072,504,0,1576,2,0,1,1,3,1,Gd,6,Typ,1,2,528,Y,0,312,0,0,0,0,0,5,2009,Normal,223500
RL,13400,Pave,Lvl,AllPub,Gtl,1Fam,SLvl,5,5,1966,1966,TA,TA,CBlock,516,128,380,1024,GasA,TA,Y,1086,0,0,1086,1,0,1,0,3,1,TA,6,Typ,1,2,484,Y,0,0,0,0,0,0,0,6,2006,Normal,159950
RM,8100,Pave,Lvl,AllPub,Gtl,1Fam,2.5Unf,5,5,1898,1965,TA,TA,PConc,0,0,849,849,GasA,TA,N,1075,1063,0,2138,0,0,2,0,2,3,TA,11,Typ,0,2,360,N,40,156,0,0,0,0,0,11,2009,Normal,106000
RL,10140,Pave,Lvl,AllPub,Gtl,1Fam,1Story,6,6,1974,1999,TA,TA,CBlock,663,377,0,1040,GasA,Fa,Y,1309,0,0,1309,1,0,1,1,3,1,Gd,5,Typ,1,2,484,Y,265,0,0,0,0,648,0,1,2006,Normal,181000
RM,4438,Pave,Lvl,AllPub,Gtl,TwnhsE,1Story,6,5,2004,2004,Gd,TA,PConc,662,0,186,848,GasA,Ex,Y,848,0,0,848,1,0,1,0,1,1,Gd,4,Typ,1,2,420,Y,140,0,0,0,0,0,0,6,2008,Normal,144500
C (all),8712,Grvl,Bnk,AllPub,Mod,1Fam,1Story,5,5,1952,1952,Fa,TA,CBlock,0,0,540,540,GasA,TA,N,1044,0,0,1044,0,0,1,0,2,1,Fa,4,Typ,0,2,504,N,0,0,0,0,0,0,54,6,2010,Alloca,55993
RL,9750,Pave,Lvl,AllPub,Gtl,1Fam,1Story,6,6,1958,1958,TA,TA,CBlock,608,0,834,1442,GasA,Gd,Y,1442,0,0,1442,0,0,1,1,4,1,TA,7,Typ,0,1,301,Y,0,0,275,0,0,0,500,4,2007,Normal,157900
RL,8248,Pave,Lvl,AllPub,Gtl,1Fam,1.5Fin,5,7,1918,1950,TA,TA,BrkTil,0,0,686,686,GasW,Gd,Y,686,564,0,1250,0,1,1,1,3,1,Fa,7,Typ,0,1,280,P,207,0,96,0,0,0,0,7,2006,Normal,116000
RL,12137,Pave,Lvl,AllPub,Gtl,1Fam,1Story,7,5,1998,1998,TA,TA,PConc,0,0,1649,1649,GasA,Ex,Y,1661,0,0,1661,0,0,2,0,3,1,Gd,6,Typ,0,2,598,Y,0,34,0,0,0,0,0,5,2010,Normal,224900
RL,11425,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,6,1954,1954,TA,TA,CBlock,486,0,522,1008,GasA,Gd,Y,1008,0,0,1008,0,0,1,0,2,1,TA,4,Typ,1,1,275,Y,0,0,120,0,0,0,0,7,2006,Normal,137000
RL,13265,Pave,Lvl,AllPub,Gtl,1Fam,1Story,8,5,2002,2002,Gd,TA,PConc,1218,0,350,1568,GasA,Ex,Y,1689,0,0,1689,1,0,2,0,3,1,Gd,7,Typ,2,3,857,Y,150,59,0,0,0,0,0,7,2008,Normal,271000
RL,8816,Pave,Lvl,AllPub,Gtl,1Fam,SLvl,6,7,1971,1971,TA,TA,CBlock,504,0,506,1010,GasA,Gd,Y,1052,0,0,1052,1,0,1,0,3,1,TA,6,Typ,0,2,440,Y,0,0,0,0,0,0,0,6,2010,Normal,155000
RL,6371,Pave,Lvl,AllPub,Gtl,TwnhsE,1Story,7,5,2009,2010,Gd,TA,PConc,733,0,625,1358,GasA,Ex,Y,1358,0,0,1358,1,0,2,0,2,1,Gd,6,Typ,1,2,484,Y,192,35,0,0,0,0,0,6,2010,Partial,224000
RL,7226,Pave,Lvl,AllPub,Gtl,1Fam,2Story,7,5,2003,2003,Gd,TA,PConc,0,0,798,798,GasA,Ex,Y,798,842,0,1640,0,0,2,1,3,1,Gd,6,Typ,0,2,595,Y,0,45,0,0,0,0,0,6,2008,Normal,183000
RM,6000,Pave,Bnk,AllPub,Mod,2fmCon,1Story,4,4,1953,1953,Fa,TA,CBlock,0,0,936,936,GasA,TA,N,936,0,0,936,0,0,1,0,2,1,TA,4,Min2,0,2,576,Y,0,32,112,0,0,0,0,2,2009,Normal,93000
RL,12394,Pave,Lvl,AllPub,Gtl,1Fam,2Story,7,5,2003,2003,Gd,TA,PConc,0,0,847,847,GasA,Ex,Y,847,886,0,1733,0,0,2,1,3,1,Gd,7,Typ,1,2,433,Y,100,48,0,0,0,0,0,10,2007,Family,225000
RL,9900,Pave,Lvl,AllPub,Gtl,1Fam,1.5Fin,6,7,1940,1950,TA,TA,BrkTil,0,0,778,778,GasA,TA,Y,944,545,0,1489,0,0,2,0,3,1,TA,7,Typ,1,1,240,Y,335,0,0,0,0,0,0,7,2009,Normal,139500
FV,11216,Pave,Lvl,AllPub,Gtl,1Fam,1Story,8,5,2006,2006,Gd,TA,PConc,0,0,1489,1489,GasA,Ex,Y,1489,0,0,1489,0,0,2,0,3,1,Gd,7,Typ,1,2,776,Y,0,140,0,0,0,0,0,6,2006,Partial,232600
RL,14803,Pave,Lvl,AllPub,Gtl,1Fam,1Story,10,5,2007,2008,Ex,TA,PConc,1636,0,442,2078,GasA,Ex,Y,2084,0,0,2084,1,0,2,0,2,1,Ex,7,Typ,1,3,1220,Y,188,45,0,0,0,0,0,6,2008,Partial,385000
RM,6130,Pave,Lvl,AllPub,Gtl,1Fam,1.5Unf,5,6,1924,1950,TA,TA,BrkTil,784,0,0,784,GasA,Gd,Y,784,0,0,784,1,0,1,0,2,1,Gd,5,Typ,0,0,0,Y,0,0,116,0,0,0,0,5,2008,Normal,109500
RL,8529,Pave,Lvl,AllPub,Gtl,1Fam,1Story,7,5,2001,2001,Gd,TA,PConc,20,0,1434,1454,GasA,Ex,Y,1434,0,0,1434,0,0,2,0,3,1,Gd,6,Typ,1,2,527,Y,290,39,0,0,0,0,0,4,2009,Normal,189000
RL,28698,Pave,Low,AllPub,Sev,1Fam,2Story,5,5,1967,1967,TA,TA,PConc,249,764,0,1013,GasA,TA,Y,1160,966,0,2126,0,1,2,1,3,1,TA,7,Min2,0,2,538,Y,486,0,0,0,225,0,0,6,2009,Abnorml,185000
FV,2544,Pave,Lvl,AllPub,Gtl,Twnhs,2Story,7,5,2005,2005,Gd,TA,PConc,0,0,600,600,GasA,Ex,Y,520,623,80,1223,0,0,2,1,2,1,Gd,4,Typ,0,2,480,Y,0,166,0,0,0,0,0,7,2006,Normal,147400
RL,11900,Pave,Lvl,AllPub,Gtl,1Fam,1Story,6,5,1957,1957,TA,TA,CBlock,1040,0,352,1392,GasA,TA,Y,1392,0,0,1392,1,0,1,1,3,1,TA,6,Typ,2,2,458,Y,0,0,0,0,192,0,0,6,2008,Normal,166000
FV,3180,Pave,Lvl,AllPub,Gtl,TwnhsE,2Story,7,5,2005,2005,TA,TA,PConc,0,0,600,600,GasA,Ex,Y,520,600,80,1200,0,0,2,1,2,1,Gd,4,Typ,0,2,480,Y,0,166,0,0,0,0,0,6,2006,Normal,151000
RL,9548,Pave,Lvl,AllPub,Gtl,1Fam,2Story,7,6,2003,2003,Gd,TA,PConc,483,0,458,941,GasA,Ex,Y,941,888,0,1829,1,0,2,1,3,1,Gd,7,Typ,1,2,613,Y,192,39,0,0,0,0,0,1,2010,Normal,237000
RL,10004,Pave,Lvl,AllPub,Gtl,1Fam,1Story,6,6,1964,1964,TA,TA,CBlock,196,345,975,1516,GasA,TA,Y,1516,0,0,1516,0,0,1,1,3,1,TA,6,Typ,0,2,472,Y,0,0,0,0,152,0,0,2,2009,Normal,167000
RL,7875,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,6,1961,1961,TA,TA,CBlock,572,0,572,1144,GasA,Gd,Y,1144,0,0,1144,1,0,1,0,3,1,TA,6,Typ,0,2,456,Y,0,0,0,0,0,0,0,9,2008,Normal,139950
RL,9600,Pave,Lvl,AllPub,Gtl,1Fam,1Story,4,7,1950,1995,TA,TA,CBlock,442,0,625,1067,GasA,TA,Y,1067,0,0,1067,0,0,2,0,2,1,Gd,4,Min2,0,2,436,Y,290,0,0,0,0,0,0,2,2010,Normal,128000
RM,8100,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,6,1948,1973,TA,TA,BrkTil,338,0,1221,1559,GasA,Gd,Y,1559,0,0,1559,1,0,1,0,2,1,TA,5,Min2,0,2,812,Y,0,116,230,0,0,0,0,6,2007,Normal,153500
RM,1680,Pave,Lvl,AllPub,Gtl,Twnhs,2Story,6,5,1973,1973,TA,TA,CBlock,330,0,153,483,GasA,TA,Y,483,504,0,987,1,0,1,1,2,1,TA,5,Typ,0,1,264,Y,0,0,0,0,0,0,0,11,2008,Normal,100000
RL,9525,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,6,1995,2006,TA,TA,PConc,0,0,1099,1099,GasA,Ex,Y,1099,0,0,1099,0,0,1,1,3,1,Gd,6,Typ,0,1,352,Y,278,0,0,0,0,0,0,6,2008,Normal,144000
RL,11767,Pave,Lvl,AllPub,Gtl,1Fam,1.5Fin,5,6,1946,1995,TA,TA,CBlock,352,0,416,768,GasA,Ex,Y,768,432,0,1200,0,0,1,0,3,1,TA,6,Typ,0,1,240,Y,0,0,0,0,0,0,0,5,2008,Normal,130500
RH,12155,Pave,Lvl,AllPub,Gtl,1Fam,2Story,6,8,1925,1950,TA,TA,BrkTil,156,0,516,672,GasA,TA,N,810,672,0,1482,0,0,2,0,4,1,Fa,7,Typ,0,1,400,P,0,0,254,0,0,0,0,3,2008,Normal,140000
RM,10440,Pave,Lvl,AllPub,Gtl,1Fam,2Story,5,8,1904,2002,TA,TA,PConc,0,0,650,650,GasA,Gd,Y,958,581,0,1539,0,0,2,0,3,1,Gd,8,Typ,1,2,686,P,70,78,68,0,0,0,0,6,2008,Normal,157500
RL,9020,Pave,Lvl,AllPub,Gtl,1Fam,SLvl,6,7,1966,1966,TA,TA,CBlock,312,539,276,1127,GasA,TA,Y,1165,0,0,1165,1,0,1,1,3,1,TA,6,Typ,0,2,490,Y,0,129,0,0,0,0,0,5,2008,Normal,174900
RL,8000,Pave,Lvl,AllPub,Gtl,Duplex,1Story,5,4,1961,1961,TA,TA,CBlock,0,0,1800,1800,GasA,Ex,N,1800,0,0,1800,0,0,2,0,6,2,TA,10,Typ,0,0,0,Y,0,0,0,0,0,0,0,7,2007,Normal,141000
RM,12665,Pave,Lvl,AllPub,Gtl,1Fam,1.5Fin,5,8,1915,1950,TA,TA,BrkTil,0,0,876,876,GasA,Gd,Y,876,540,0,1416,0,0,1,1,4,1,TA,7,Typ,1,3,720,Y,418,0,194,0,0,0,0,6,2008,Normal,153900
RL,16647,Pave,Lvl,AllPub,Gtl,1Fam,SFoyer,5,5,1975,1981,TA,TA,CBlock,1390,0,0,1390,GasA,TA,Y,1701,0,0,1701,1,0,2,0,3,1,TA,6,Min2,2,2,611,Y,0,0,0,0,0,0,0,1,2007,Normal,171000
RL,9317,Pave,Lvl,AllPub,Gtl,1Fam,2Story,7,5,1993,1993,Gd,TA,PConc,513,0,227,740,GasA,Ex,Y,1006,769,0,1775,1,0,2,1,3,1,Gd,7,Typ,1,2,425,Y,234,72,192,0,0,0,0,7,2009,Normal,213000
RL,15523,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,6,1972,1972,TA,TA,CBlock,460,0,404,864,GasA,Ex,Y,864,0,0,864,1,0,1,0,3,1,TA,5,Typ,1,1,338,Y,0,0,0,0,0,0,0,8,2009,Normal,133500
RL,45600,Pave,Bnk,AllPub,Gtl,1Fam,1.5Fin,6,8,1908,1997,TA,TA,BrkTil,0,0,907,907,GasA,TA,Y,1307,1051,0,2358,0,0,3,0,5,1,TA,10,Typ,1,2,360,Y,486,40,0,0,175,0,0,9,2008,Normal,240000
RL,9600,Pave,Lvl,AllPub,Gtl,1Fam,SLvl,6,7,1976,1994,Gd,Gd,CBlock,0,0,528,528,GasA,Ex,Y,1094,761,0,1855,0,0,2,1,3,1,TA,7,Typ,1,2,512,Y,113,100,0,0,0,0,0,8,2007,Normal,187000
RM,4435,Pave,Lvl,AllPub,Gtl,TwnhsE,1Story,6,5,2003,2003,Gd,TA,PConc,659,0,189,848,GasA,Ex,Y,848,0,0,848,1,0,1,0,1,1,Gd,3,Typ,0,2,420,Y,140,0,0,0,0,0,0,11,2007,Normal,131500
RL,3196,Pave,Lvl,AllPub,Gtl,TwnhsE,1Story,8,5,2003,2003,Gd,TA,PConc,0,0,1273,1273,GasA,Ex,Y,1456,0,0,1456,0,0,2,0,2,1,Gd,7,Typ,1,2,400,Y,143,20,0,0,0,0,0,5,2006,Normal,215000
RL,7128,Pave,Lvl,AllPub,Gtl,1Fam,2.5Unf,7,5,1941,1950,TA,Gd,CBlock,364,0,554,918,GasA,Gd,Y,918,728,0,1646,0,0,2,0,4,1,TA,7,Typ,2,1,240,Y,0,0,0,0,126,0,0,8,2007,Normal,164000
RL,12095,Pave,Lvl,AllPub,Gtl,1Fam,SLvl,6,6,1964,1964,TA,Gd,CBlock,564,0,563,1127,GasA,TA,Y,1445,0,0,1445,0,0,1,1,3,1,TA,7,Typ,1,2,645,Y,180,0,0,0,0,0,0,8,2009,Normal,158000
RL,17920,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,4,1955,1974,TA,TA,CBlock,306,1085,372,1763,GasA,TA,Y,1779,0,0,1779,1,0,1,1,3,1,TA,6,Typ,1,2,454,Y,0,418,0,0,312,0,0,7,2006,Abnorml,170000
RL,6897,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,8,1962,2010,TA,Gd,CBlock,659,0,381,1040,GasA,Ex,Y,1040,0,0,1040,1,0,1,1,3,1,TA,6,Typ,0,1,260,Y,0,104,0,0,0,0,0,4,2010,Normal,127000
RL,10970,Pave,Low,AllPub,Mod,1Fam,SLvl,6,6,1978,1978,TA,TA,CBlock,505,435,0,940,GasA,TA,Y,1026,0,0,1026,1,0,1,0,3,1,TA,5,Typ,0,2,576,Y,0,0,34,0,0,0,0,10,2008,Normal,147000
RL,8125,Pave,Lvl,AllPub,Gtl,1Fam,2Story,6,5,1994,1995,TA,TA,PConc,0,0,702,702,GasA,Gd,Y,702,779,0,1481,0,0,2,1,3,1,TA,6,Typ,1,2,343,Y,0,36,0,0,0,0,0,3,2009,Normal,174000
RL,10400,Pave,Lvl,AllPub,Gtl,1Fam,1Story,7,5,1976,1976,TA,TA,CBlock,0,0,1090,1090,GasA,TA,Y,1370,0,0,1370,0,0,2,0,3,1,TA,6,Typ,1,2,479,Y,0,0,0,0,0,0,0,6,2009,Family,152000
RL,11029,Pave,Lvl,AllPub,Gtl,1Fam,2Story,6,7,1968,1984,TA,TA,CBlock,619,0,435,1054,GasA,TA,Y,1512,1142,0,2654,1,0,2,1,4,1,Gd,9,Typ,1,2,619,Y,0,65,0,0,222,0,0,8,2006,Normal,250000
RL,7642,Pave,Lvl,AllPub,Gtl,1Fam,1.5Fin,7,8,1918,1998,Gd,TA,BrkTil,0,0,912,912,GasA,Gd,Y,912,514,0,1426,0,0,1,1,3,1,Gd,7,Typ,1,1,216,Y,0,240,0,0,0,0,0,6,2007,Normal,189950
RL,11625,Pave,Lvl,AllPub,Gtl,2fmCon,1Story,5,4,1965,1965,TA,TA,PConc,841,0,198,1039,GasA,Ex,Y,1039,0,0,1039,1,0,1,1,3,1,TA,6,Typ,0,2,504,Y,0,0,0,0,0,0,0,4,2010,Normal,131500
RL,9672,Pave,Lvl,AllPub,Gtl,1Fam,1Story,6,5,1984,1985,TA,TA,PConc,338,0,702,1040,GasA,TA,Y,1097,0,0,1097,0,0,2,0,3,1,TA,6,Typ,0,2,480,Y,0,0,0,0,0,0,0,5,2010,Normal,152000
RL,7931,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,5,1959,1959,TA,TA,CBlock,1148,0,0,1148,GasA,TA,Y,1148,0,0,1148,1,0,1,0,3,1,TA,6,Typ,0,1,672,Y,0,0,0,0,0,0,0,7,2009,Normal,132500
FV,8640,Pave,Lvl,AllPub,Gtl,1Fam,1Story,7,5,2007,2008,Gd,TA,PConc,0,0,1372,1372,GasA,Ex,Y,1372,0,0,1372,0,0,2,0,3,1,Gd,6,Typ,0,2,529,Y,0,140,0,0,0,0,0,5,2008,Partial,250580
RL,8750,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,6,1970,1970,TA,TA,CBlock,828,0,174,1002,GasA,TA,Y,1002,0,0,1002,1,0,1,0,3,1,TA,5,Typ,0,2,902,Y,0,0,0,0,0,0,0,8,2009,Normal,148500
RL,10656,Pave,HLS,AllPub,Gtl,1Fam,1Story,8,5,2006,2007,Gd,TA,PConc,0,0,1638,1638,GasA,Ex,Y,1646,0,0,1646,0,0,2,0,3,1,Gd,6,Typ,1,3,870,Y,192,80,0,0,0,0,0,11,2007,Partial,248900
RL,6970,Pave,Lvl,AllPub,Gtl,1Fam,1Story,4,5,1961,1961,TA,TA,CBlock,932,0,108,1040,GasA,TA,Y,1120,0,0,1120,1,0,1,1,3,1,Fa,5,Typ,0,2,544,Y,168,0,0,0,0,0,400,5,2007,Normal,129000
RL,14762,Pave,Lvl,AllPub,Gtl,1Fam,2Story,5,6,1948,1950,TA,TA,Slab,0,0,0,0,GasA,Gd,Y,1547,720,53,2320,0,0,2,0,2,1,TA,7,Typ,1,2,672,P,120,144,0,0,0,0,0,5,2006,Normal,169000
RL,9938,Pave,Lvl,AllPub,Gtl,1Fam,2Story,7,5,1993,1994,Gd,TA,PConc,750,0,300,1050,GasA,Ex,Y,1062,887,0,1949,1,0,2,1,3,1,Gd,8,Typ,1,2,574,Y,156,90,0,0,0,0,0,6,2010,Normal,236000
RL,6600,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,5,1962,1962,TA,TA,CBlock,0,0,894,894,GasA,Gd,N,894,0,0,894,0,0,1,0,2,1,TA,5,Typ,0,1,308,Y,0,0,0,0,0,0,0,8,2009,Normal,109500
RL,8750,Pave,Lvl,AllPub,Gtl,1Fam,2Story,6,5,1998,1998,TA,TA,PConc,505,0,299,804,GasA,Ex,Y,804,878,0,1682,0,0,2,1,3,1,Gd,7,Typ,0,2,523,Y,0,77,0,0,0,0,0,6,2010,Normal,200500
RL,8892,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,7,1953,1996,Gd,TA,Stone,0,0,105,105,GasA,Gd,Y,910,0,0,910,0,0,1,0,3,1,Gd,5,Typ,0,2,414,Y,196,0,150,0,0,0,0,10,2008,Normal,116000
