LotArea,Street,LandContour,LandSlope,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,ExterQual,ExterCond,Foundation,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleCondition,SalePrice
8780,Pave,Lvl,Gtl,1Fam,1Story,5,5,1985,1985,TA,TA,CBlock,GasA,Ex,Y,833,0,0,833,1,0,3,1,5,0,Y,0,0,0,0,0,0,0,3,2009,Normal,112000.0
7740,Pave,Lvl,Gtl,1Fam,2Story,4,7,1910,1950,TA,TA,CBlock,GasA,Gd,Y,741,622,0,1363,1,0,3,1,6,0,Y,0,0,0,0,168,0,0,6,2010,Normal,125500.0
20544,Pave,Lvl,Gtl,1Fam,2Story,7,6,1986,1991,TA,Gd,CBlock,GasA,Gd,Y,1236,857,0,2093,2,1,3,1,7,1,Y,364,63,0,0,0,0,0,11,2008,Normal,215000.0
12420,Pave,Lvl,Gtl,1Fam,2Story,7,5,2001,2001,Gd,TA,PConc,GasA,Ex,Y,944,896,0,1840,2,1,3,1,6,0,Y,0,45,0,0,0,0,0,6,2009,Normal,230000.0
9600,Pave,Lvl,Gtl,1Fam,1.5Fin,6,8,1950,2005,TA,Gd,CBlock,GasA,Ex,Y,1112,556,0,1668,1,1,3,1,6,0,Y,0,0,0,0,0,0,0,9,2009,Normal,140000.0
7200,Pave,Lvl,Gtl,Duplex,1Story,4,5,1949,1950,TA,TA,Slab,Wall,Fa,N,1040,0,0,1040,2,0,2,2,6,0,Y,0,0,0,0,0,0,0,6,2009,Normal,90000.0
10994,Pave,Lvl,Gtl,1Fam,1Story,8,5,2005,2006,Gd,TA,PConc,GasA,Ex,Y,1844,0,0,1844,2,0,2,1,7,1,Y,165,44,0,0,0,0,0,9,2009,Abnorml,257000.0
13053,Pave,Bnk,Gtl,1Fam,1.5Fin,6,7,1923,2000,TA,TA,BrkTil,GasA,Gd,Y,1053,795,0,1848,1,1,4,1,8,1,N,0,0,0,0,220,0,0,6,2008,Normal,207000.0
3635,Pave,Lvl,Gtl,TwnhsE,1Story,7,5,2007,2007,Gd,TA,PConc,GasA,Ex,Y,1569,0,0,1569,2,0,1,1,7,1,Y,143,20,0,0,0,0,0,5,2009,Normal,175900.0
11340,Pave,Lvl,Gtl,2fmCon,2Story,4,6,1885,1950,TA,TA,PConc,GasA,Gd,Y,1246,1044,0,2290,2,0,4,2,11,0,N,0,0,114,0,0,0,0,4,2010,Normal,122500.0
16545,Pave,Lvl,Gtl,1Fam,2Story,8,5,1998,1998,Gd,TA,PConc,GasA,Ex,Y,1310,1140,0,2450,2,1,3,1,7,1,Y,0,126,0,0,0,0,0,5,2009,Normal,340000.0
9204,Pave,Lvl,Gtl,1Fam,1Story,5,5,1963,1963,TA,TA,CBlock,GasA,TA,Y,1144,0,0,1144,1,1,3,1,6,0,Y,0,88,0,0,0,0,0,8,2008,Normal,124000.0
16381,Pave,Lvl,Gtl,1Fam,1Story,6,5,1969,1969,Gd,Gd,CBlock,GasA,Gd,Y,1844,0,0,1844,2,0,3,1,7,1,Y,0,73,216,0,0,0,0,12,2006,Normal,223000.0
11700,Pave,Lvl,Gtl,1Fam,2Story,6,6,1968,1968,TA,TA,CBlock,GasA,Gd,Y,708,708,0,1416,2,1,3,1,7,1,Y,0,169,0,0,119,0,0,5,2006,Normal,179900.0
4043,Pave,Lvl,Gtl,TwnhsE,1Story,6,5,1977,1977,TA,TA,CBlock,GasA,TA,Y,1069,0,0,1069,2,0,2,1,4,1,Y,0,55,0,0,165,0,0,7,2010,Normal,127500.0
4435,Pave,Lvl,Gtl,TwnhsE,1Story,6,5,2003,2003,Gd,TA,PConc,GasA,Ex,Y,848,0,0,848,1,0,1,1,3,0,Y,140,0,0,0,0,0,0,3,2008,Normal,136500.0
19690,Pave,Lvl,Gtl,1Fam,SLvl,6,7,1966,1966,Gd,Gd,CBlock,GasA,TA,Y,1575,626,0,2201,2,0,4,1,8,1,Y,586,236,0,0,0,738,0,8,2006,Alloca,274970.0
9503,Pave,Lvl,Gtl,1Fam,1Story,5,5,1958,1983,TA,TA,CBlock,GasA,TA,Y,1344,0,0,1344,1,0,2,1,6,1,Y,316,28,0,0,0,0,0,6,2007,Normal,144000.0
10721,Pave,Lvl,Gtl,1Fam,1Story,6,6,1959,1959,Gd,TA,CBlock,GasA,Ex,Y,1252,0,0,1252,1,0,3,1,7,0,Y,0,39,0,0,0,0,0,10,2008,Normal,142000.0
10944,Pave,Lvl,Gtl,1Fam,2Story,7,5,1994,1994,Gd,TA,PConc,GasA,Ex,Y,1223,904,0,2127,2,1,3,1,5,2,Y,171,132,0,0,0,0,0,8,2008,Normal,271000.0
10930,Pave,Bnk,Gtl,1Fam,1.5Fin,5,6,1945,1950,TA,TA,CBlock,GasA,TA,Y,1048,510,0,1558,1,1,3,1,6,1,Y,0,0,0,0,0,0,0,4,2008,Normal,140000.0
7200,Pave,Lvl,Gtl,1Fam,1Story,5,7,1940,1992,TA,Gd,CBlock,GasA,TA,Y,804,0,0,804,1,0,2,1,4,2,Y,0,0,154,0,0,0,0,2,2010,Abnorml,119000.0
12546,Pave,Lvl,Gtl,1Fam,1Story,6,7,1981,1981,Gd,Gd,CBlock,GasA,Ex,Y,1440,0,0,1440,2,0,3,1,7,1,Y,0,0,99,0,0,0,0,4,2007,Normal,182900.0
21930,Pave,Lvl,Gtl,1Fam,2Story,5,5,2005,2005,Gd,TA,PConc,GasA,Ex,Y,734,1104,0,1838,2,1,4,1,7,1,Y,100,40,0,0,0,0,0,7,2006,Normal,192140.0
4928,Pave,Lvl,Gtl,TwnhsE,1Story,6,6,1976,1976,TA,TA,CBlock,GasA,TA,Y,958,0,0,958,2,0,2,1,5,0,Y,0,60,0,0,0,0,0,10,2009,Normal,143750.0
10800,Pave,Lvl,Gtl,1Fam,1Story,4,6,1927,2007,TA,TA,BrkTil,GasA,TA,Y,968,0,0,968,2,0,4,1,5,0,Y,0,0,0,0,0,0,0,8,2007,Normal,64500.0
10261,Pave,Lvl,Gtl,1Fam,2Story,6,5,2000,2000,TA,TA,PConc,GasA,Ex,Y,962,830,0,1792,2,1,3,1,8,1,Y,0,0,0,0,0,0,0,5,2008,Normal,186500.0
17400,Pave,Low,Mod,1Fam,1Story,5,5,1977,1977,TA,TA,CBlock,GasA,Fa,Y,1126,0,0,1126,2,0,3,1,5,1,P,295,41,0,0,0,0,0,5,2006,Normal,160000.0
8400,Pave,Lvl,Gtl,1Fam,1Story,6,9,1962,2005,Gd,Gd,CBlock,GasA,TA,Y,1537,0,0,1537,1,1,3,1,7,1,Y,0,36,0,0,0,0,0,7,2008,Abnorml,174000.0
9000,Pave,Lvl,Gtl,1Fam,1Story,4,6,1971,1971,TA,TA,PConc,GasA,TA,Y,864,0,0,864,1,0,3,1,5,0,Y,0,0,0,0,0,0,0,5,2007,Normal,120500.0
12444,Pave,Lvl,Gtl,1Fam,1Story,8,5,2008,2008,Ex,TA,PConc,GasA,Ex,Y,1932,0,0,1932,2,0,2,1,7,1,Y,0,66,0,304,0,0,0,11,2008,Partial,394617.0
7407,Pave,Lvl,Gtl,1Fam,1Story,6,7,1957,1996,TA,TA,CBlock,GasA,TA,Y,1236,0,0,1236,1,0,2,1,6,0,Y,0,158,158,0,0,0,0,4,2010,Normal,149700.0
11584,Pave,Lvl,Gtl,1Fam,SLvl,7,6,1979,1979,TA,TA,CBlock,GasA,TA,Y,1040,685,0,1725,2,1,3,1,6,1,Y,0,88,216,0,0,0,0,11,2007,Normal,197000.0
11526,Pave,Bnk,Mod,1Fam,2.5Fin,6,7,1922,1994,TA,TA,BrkTil,GasA,Fa,Y,1423,748,384,2555,2,0,3,1,11,1,Y,431,0,0,0,0,0,0,9,2008,Normal,191000.0
4426,Pave,Lvl,Gtl,TwnhsE,1Story,6,5,2004,2004,Gd,TA,PConc,GasA,Ex,Y,848,0,0,848,1,0,1,1,3,1,Y,149,0,0,0,0,0,0,5,2008,Normal,149300.0
11003,Pave,Lvl,Gtl,1Fam,2Story,10,5,2008,2008,Ex,TA,PConc,GasA,Ex,Y,1026,981,0,2007,2,1,3,1,10,1,Y,168,52,0,0,0,0,0,4,2009,Normal,310000.0
8854,Pave,Lvl,Gtl,1Fam,1.5Unf,6,6,1916,1950,TA,TA,BrkTil,Grav,Fa,N,952,0,0,952,1,0,2,1,4,1,P,0,98,0,0,40,0,0,5,2009,Normal,121000.0
8500,Pave,Lvl,Gtl,1Fam,1Story,7,5,2004,2004,Gd,TA,PConc,GasA,Ex,Y,1422,0,0,1422,2,0,3,1,7,0,Y,192,60,0,0,0,0,0,11,2007,Normal,179600.0
8400,Pave,Lvl,Gtl,1Fam,SFoyer,6,5,1966,1966,TA,TA,CBlock,GasA,Gd,Y,913,0,0,913,1,0,3,1,6,0,Y,0,0,252,0,0,0,0,5,2007,Normal,129000.0
26142,Pave,Lvl,Gtl,1Fam,1Story,5,7,1962,1962,TA,TA,CBlock,GasA,TA,Y,1188,0,0,1188,1,0,3,1,6,0,P,261,39,0,0,0,0,0,4,2010,Normal,157900.0
10000,Pave,Lvl,Gtl,1Fam,2Story,8,5,1995,1996,Gd,TA,PConc,GasA,Ex,Y,1220,870,0,2090,2,1,3,1,8,1,Y,0,65,0,0,0,0,0,12,2007,Normal,240000.0
11767,Pave,Lvl,Gtl,1Fam,2Story,4,7,1910,2000,TA,TA,CBlock,GasA,Gd,N,796,550,0,1346,1,1,2,1,6,0,Y,168,24,0,0,0,0,0,5,2007,Normal,112000.0
1533,Pave,Lvl,Gtl,Twnhs,SFoyer,5,7,1970,1970,TA,TA,CBlock,GasA,Ex,Y,630,0,0,630,1,0,1,1,3,0,Y,0,0,0,0,0,0,0,8,2006,Abnorml,92000.0
9000,Pave,Lvl,Gtl,Duplex,2Story,5,5,1974,1974,TA,TA,CBlock,GasA,TA,Y,896,896,0,1792,2,2,4,2,8,0,Y,32,45,0,0,0,0,0,9,2009,Normal,136000.0
9262,Pave,Lvl,Gtl,1Fam,1Story,8,5,2008,2009,Gd,TA,PConc,GasA,Ex,Y,1578,0,0,1578,2,0,3,1,7,1,Y,0,36,0,0,0,0,0,5,2009,Partial,287090.0
3675,Pave,Lvl,Gtl,TwnhsE,SLvl,5,5,2005,2005,TA,TA,PConc,GasA,Gd,Y,1072,0,0,1072,1,0,2,1,5,0,Y,0,28,0,0,0,0,0,5,2006,Normal,145000.0
17217,Pave,Lvl,Gtl,1Fam,1Story,5,5,2006,2006,TA,TA,PConc,GasA,Ex,Y,1140,0,0,1140,1,0,3,1,6,0,Y,36,56,0,0,0,0,0,7,2006,Abnorml,84500.0
7500,Pave,Lvl,Gtl,1Fam,1Story,7,5,2004,2005,Gd,TA,PConc,GasA,Ex,Y,1221,0,0,1221,2,0,2,1,6,0,Y,0,113,0,0,0,0,0,10,2009,Normal,185000.0
7917,Pave,Lvl,Gtl,1Fam,2Story,6,5,1999,2000,TA,TA,PConc,GasA,Ex,Y,953,694,0,1647,2,1,3,1,7,1,Y,0,40,0,0,0,0,0,8,2007,Normal,175000.0
13175,Pave,Lvl,Gtl,1Fam,1Story,6,6,1978,1988,TA,TA,CBlock,GasA,TA,Y,2073,0,0,2073,2,0,3,1,7,2,Y,349,0,0,0,0,0,0,2,2010,Normal,210000.0
9042,Pave,Lvl,Gtl,1Fam,2Story,7,9,1941,2006,Ex,Gd,Stone,GasA,Ex,Y,1188,1152,0,2340,2,0,4,1,9,2,Y,0,60,0,0,0,0,2500,5,2010,Normal,266500.0
9717,Pave,Lvl,Gtl,1Fam,1Story,5,6,1950,1996,TA,TA,CBlock,GasA,Gd,Y,1078,0,0,1078,1,0,2,1,5,0,Y,366,0,112,0,0,0,0,4,2010,Normal,142125.0
9937,Pave,Lvl,Gtl,1Fam,1Story,5,6,1965,1965,Gd,TA,CBlock,GasA,Gd,Y,1256,0,0,1256,1,1,3,1,6,0,Y,736,68,0,0,0,0,0,6,2008,Normal,147500.0
11622,Pave,Lvl,Gtl,1Fam,1Story,5,6,1961,1961,TA,TA,CBlock,GasA,TA,Y,896,0,0,896,1,0,2,1,5,0,Y,140,0,0,0,120,0,0,6,2010,Normal,169277.0524984
14267,Pave,Lvl,Gtl,1Fam,1Story,6,6,1958,1958,TA,TA,CBlock,GasA,TA,Y,1329,0,0,1329,1,1,3,1,6,0,Y,393,36,0,0,0,0,12500,6,2010,Normal,187758.39398876802
13830,Pave,Lvl,Gtl,1Fam,2Story,5,5,1997,1998,TA,TA,PConc,GasA,Gd,Y,928,701,0,1629,2,1,3,1,6,1,Y,212,34,0,0,0,0,0,3,2010,Normal,183583.683569555
9978,Pave,Lvl,Gtl,1Fam,2Story,6,6,1998,1998,TA,TA,PConc,GasA,Ex,Y,926,678,0,1604,2,1,3,1,7,1,Y,360,36,0,0,0,0,0,6,2010,Normal,179317.47751083
5005,Pave,HLS,Gtl,TwnhsE,1Story,8,5,1992,1992,Gd,TA,PConc,GasA,Ex,Y,1280,0,0,1280,2,0,2,1,5,0,Y,0,82,0,0,144,0,0,1,2010,Normal,150730.079976501
10000,Pave,Lvl,Gtl,1Fam,2Story,6,5,1993,1994,TA,TA,PConc,GasA,Gd,Y,763,892,0,1655,2,1,3,1,7,1,Y,157,84,0,0,0,0,0,4,2010,Normal,177150.989247307
7980,Pave,Lvl,Gtl,1Fam,1Story,6,7,1992,2007,TA,Gd,PConc,GasA,Ex,Y,1187,0,0,1187,2,0,3,1,6,0,Y,483,21,0,0,0,0,500,3,2010,Normal,172070.659229164
8402,Pave,Lvl,Gtl,1Fam,2Story,6,5,1998,1998,TA,TA,PConc,GasA,Gd,Y,789,676,0,1465,2,1,3,1,7,1,Y,0,75,0,0,0,0,0,5,2010,Normal,175110.956519547
10176,Pave,Lvl,Gtl,1Fam,1Story,7,5,1990,1990,TA,TA,PConc,GasA,Gd,Y,1341,0,0,1341,1,1,2,1,5,1,Y,192,0,0,0,0,0,0,2,2010,Normal,162011.698831665
8400,Pave,Lvl,Gtl,1Fam,1Story,4,5,1970,1970,TA,TA,CBlock,GasA,TA,Y,882,0,0,882,1,0,2,1,4,0,Y,240,0,0,0,0,0,0,4,2010,Normal,160726.247831419
5858,Pave,Lvl,Gtl,TwnhsE,1Story,7,5,1999,1999,Gd,TA,PConc,GasA,Ex,Y,1337,0,0,1337,2,0,2,1,5,1,Y,203,68,0,0,0,0,0,6,2010,Normal,157933.279456005
1680,Pave,Lvl,Gtl,Twnhs,2Story,6,5,1971,1971,TA,TA,CBlock,GasA,TA,Y,483,504,0,987,1,1,2,1,5,0,Y,275,0,0,0,0,0,0,2,2010,Normal,145291.245020389
1680,Pave,Lvl,Gtl,Twnhs,2Story,5,5,1971,1971,TA,TA,CBlock,GasA,TA,Y,525,567,0,1092,1,1,3,1,6,0,Y,0,0,0,0,0,0,0,3,2010,Normal,159672.017631819
2280,Pave,Lvl,Gtl,Twnhs,2Story,6,6,1975,1975,TA,TA,CBlock,GasA,TA,Y,855,601,0,1456,2,1,3,1,6,1,Y,173,0,0,0,0,0,0,6,2010,Normal,164167.518301885
2280,Pave,Lvl,Gtl,Twnhs,1Story,7,6,1975,1975,TA,TA,CBlock,GasA,Ex,Y,836,0,0,836,1,0,2,1,4,0,Y,0,30,0,0,0,0,0,6,2010,Normal,150891.638244053
12858,Pave,Lvl,Gtl,1Fam,2Story,9,5,2009,2010,Ex,TA,PConc,GasA,Ex,Y,1627,707,0,2334,2,1,3,1,10,1,Y,144,133,0,0,0,0,0,1,2010,Partial,179460.96518734
12883,Pave,Lvl,Gtl,1Fam,1Story,8,5,2009,2010,Gd,TA,PConc,GasA,Ex,Y,1544,0,0,1544,2,0,3,1,7,0,Y,0,35,0,0,0,0,0,6,2010,Partial,185034.62891405
11520,Pave,Lvl,Gtl,1Fam,1Story,9,5,2005,2005,Gd,TA,PConc,GasA,Ex,Y,1698,0,0,1698,2,0,3,1,7,1,Y,192,74,0,0,0,0,0,6,2010,Normal,182352.19264465602
14122,Pave,Lvl,Gtl,1Fam,1Story,8,5,2005,2006,Gd,TA,PConc,GasA,Ex,Y,1822,0,0,1822,2,0,3,1,8,1,Y,0,119,0,0,0,0,0,2,2010,Normal,183053.458213802
14300,Pave,HLS,Mod,1Fam,1Story,9,5,2003,2004,Ex,TA,PConc,GasA,Ex,Y,2696,0,0,2696,2,1,3,1,10,2,Y,220,150,0,0,0,0,0,6,2010,Normal,187823.33925427802
13650,Pave,Lvl,Gtl,1Fam,2Story,8,5,2002,2002,Gd,TA,PConc,GasA,Ex,Y,1687,563,0,2250,2,1,3,1,7,1,Y,238,130,0,0,0,0,0,6,2010,Normal,186544.114327568
7132,Pave,Lvl,Gtl,TwnhsE,1Story,8,5,2006,2006,Gd,TA,PConc,GasA,Ex,Y,1370,0,0,1370,2,0,2,1,6,1,Y,120,49,0,0,0,0,0,4,2010,Normal,158230.77520516
18494,Pave,Lvl,Gtl,1Fam,1Story,6,5,2005,2005,Gd,TA,PConc,GasA,Ex,Y,1324,0,0,1324,2,0,3,1,6,0,Y,36,23,0,0,0,0,0,1,2010,Normal,190552.829321091
3203,Pave,Lvl,Gtl,TwnhsE,1Story,7,5,2006,2006,Gd,TA,PConc,GasA,Ex,Y,1145,0,0,1145,2,0,2,1,6,0,Y,100,116,0,0,0,0,0,1,2010,Normal,147183.67487199
13300,Pave,Lvl,Gtl,1Fam,SLvl,7,5,2004,2004,Gd,TA,PConc,GasA,Ex,Y,744,630,0,1374,2,1,3,1,7,1,Y,100,0,0,0,0,0,0,6,2010,Normal,185855.300905493
8577,Pave,Lvl,Gtl,1Fam,2Story,7,5,2004,2004,Gd,TA,PConc,GasA,Ex,Y,847,886,0,1733,2,1,3,1,7,1,Y,144,48,0,0,0,0,0,4,2010,Normal,174350.470676986
17433,Pave,Lvl,Gtl,1Fam,2Story,8,5,1998,1998,Gd,TA,PConc,GasA,Ex,Y,1645,830,0,2475,2,1,4,1,7,1,Y,23,172,0,0,256,0,0,1,2010,Normal,201740.620690863
8987,Pave,Lvl,Gtl,1Fam,1Story,8,5,2005,2006,Gd,TA,PConc,GasA,Ex,Y,1595,0,0,1595,2,0,2,1,6,1,Y,144,0,0,0,0,0,0,5,2010,Normal,162986.378895754
9215,Pave,Lvl,Gtl,1Fam,1Story,7,5,2009,2010,Gd,TA,PConc,GasA,Ex,Y,1218,0,0,1218,2,0,2,1,4,0,Y,0,136,0,0,0,0,0,4,2010,Partial,162330.199085679
10440,Pave,Lvl,Gtl,1Fam,1Story,6,5,2005,2005,Gd,TA,PConc,GasA,Ex,Y,1468,0,0,1468,2,0,2,1,6,1,Y,0,102,0,0,216,0,0,5,2010,Normal,165845.938616539
11920,Pave,Lvl,Gtl,1Fam,2Story,7,5,2004,2004,Gd,TA,PConc,GasA,Ex,Y,831,828,0,1659,2,1,3,1,8,0,Y,144,68,0,0,0,0,0,4,2010,Normal,180929.622876974
9800,Pave,Lvl,Gtl,1Fam,1Story,5,5,1920,1950,TA,Fa,BrkTil,GasA,TA,N,1012,0,0,1012,1,0,2,1,5,0,Y,121,0,80,0,0,0,0,4,2010,Normal,163481.501519718
15410,Pave,Lvl,Gtl,1Fam,1Story,6,6,1974,2002,TA,Gd,CBlock,GasA,Ex,Y,1494,0,0,1494,2,0,3,1,7,2,Y,296,0,186,0,0,0,0,4,2010,Abnorml,187798.076714233
13143,Pave,Lvl,Gtl,1Fam,2Story,8,5,1993,1993,Gd,TA,PConc,GasA,Ex,Y,1251,1098,0,2349,2,1,4,1,9,1,Y,32,130,0,0,0,0,0,6,2010,Normal,198822.19894256603
11134,Pave,Lvl,Gtl,1Fam,2Story,8,5,1992,1993,Gd,TA,PConc,GasA,Ex,Y,1402,823,0,2225,2,1,4,1,7,1,Y,198,30,0,0,0,0,0,6,2010,Normal,194868.409899858
4835,Pave,Lvl,Gtl,TwnhsE,1Story,7,5,2004,2005,Gd,TA,PConc,GasA,Ex,Y,1488,0,0,1488,2,0,2,1,6,1,Y,168,50,0,0,0,0,0,3,2010,Normal,152605.298564403
3515,Pave,Lvl,Gtl,TwnhsE,2Story,7,5,2004,2004,Gd,TA,PConc,GasA,Ex,Y,840,840,0,1680,2,1,2,1,3,0,Y,0,111,0,0,0,0,0,1,2010,Normal,147797.702836811
3215,Pave,Lvl,Gtl,TwnhsE,2Story,7,5,2004,2004,Gd,TA,PConc,GasA,Ex,Y,600,600,0,1200,2,1,2,1,4,0,Y,0,172,0,0,0,0,0,4,2010,Normal,150521.96899297
2544,Pave,Lvl,Gtl,Twnhs,2Story,7,5,2004,2005,Gd,TA,PConc,GasA,Ex,Y,600,600,0,1200,2,1,2,1,4,0,Y,0,172,0,0,0,0,0,2,2010,Normal,146991.630153739
2544,Pave,Lvl,Gtl,Twnhs,2Story,6,5,2005,2005,Gd,TA,PConc,GasA,Ex,Y,600,636,0,1236,2,1,2,1,4,0,Y,0,166,0,0,0,0,0,5,2010,Normal,150306.307814534
2980,Pave,Lvl,Gtl,TwnhsE,2Story,6,5,2000,2000,Gd,TA,PConc,GasA,Ex,Y,756,756,0,1512,2,1,2,1,5,0,Y,0,32,0,0,0,0,0,5,2010,Normal,151164.37253460402
2403,Pave,Lvl,Gtl,TwnhsE,2Story,7,5,2003,2003,Gd,TA,PConc,GasA,Ex,Y,530,550,0,1080,2,1,2,1,4,0,Y,0,50,0,0,0,0,0,6,2010,Normal,151133.70696095302
12853,Pave,Lvl,Gtl,1Fam,1Story,8,5,2010,2010,Gd,TA,PConc,GasA,Ex,Y,1418,0,0,1418,1,1,1,1,6,1,Y,160,192,0,224,0,0,0,4,2010,Partial,156214.042540726
7379,Pave,Lvl,Gtl,1Fam,2Story,8,5,2000,2000,Gd,TA,PConc,GasA,Ex,Y,975,873,0,1848,2,1,3,1,7,1,Y,280,184,0,0,0,0,0,4,2010,Normal,171992.760735142
8000,Pave,Lvl,Gtl,1Fam,1Story,7,5,2002,2002,Gd,TA,PConc,GasA,Ex,Y,1492,0,0,1492,2,0,3,1,6,1,Y,277,137,0,0,0,0,0,4,2010,Normal,173214.91254973802
10456,Pave,Lvl,Gtl,1Fam,1Story,6,6,1967,1967,TA,TA,CBlock,GasA,Gd,Y,1829,0,0,1829,2,0,4,1,8,0,Y,0,76,0,0,0,0,0,5,2010,Normal,192429.187345783
10791,Pave,Lvl,Gtl,1Fam,2Story,6,5,1993,1993,TA,TA,PConc,GasA,Ex,Y,1280,1215,0,2495,2,1,4,1,9,1,Y,224,32,0,0,0,0,0,3,2010,Normal,190878.69508543
18837,Pave,Lvl,Gtl,1Fam,1.5Fin,6,5,1978,1978,TA,TA,PConc,GasA,TA,Y,1287,604,0,1891,3,0,3,1,7,1,Y,0,69,0,0,0,0,0,4,2010,Normal,194542.54413551898
9600,Pave,Lvl,Gtl,1Fam,2Story,6,6,1971,1971,TA,TA,CBlock,GasA,TA,Y,930,715,0,1645,1,2,4,1,7,0,Y,0,78,0,0,0,0,0,6,2010,Normal,191849.439072822
9600,Pave,Lvl,Gtl,1Fam,1Story,5,5,1966,1966,TA,TA,CBlock,GasA,TA,Y,1232,0,0,1232,1,1,3,1,6,0,Y,0,224,0,0,0,0,0,4,2010,Normal,176363.77390779302
9900,Pave,Lvl,Gtl,1Fam,1Story,5,5,1966,1966,TA,TA,PConc,GasA,Gd,Y,1209,0,0,1209,1,0,3,1,6,0,Y,0,0,120,0,0,0,0,4,2010,Normal,176954.18541242898
9680,Pave,Lvl,Gtl,1Fam,1Story,5,6,1967,1967,TA,TA,CBlock,GasA,Ex,Y,1510,0,0,1510,2,0,3,1,6,0,Y,0,40,0,0,204,0,0,4,2010,Normal,176521.216975696
10600,Pave,Lvl,Gtl,1Fam,SLvl,6,5,1964,1964,TA,TA,CBlock,GasA,TA,Y,1131,644,0,1775,2,0,3,1,8,0,Y,0,172,0,0,0,0,0,5,2010,Family,179436.70481017602
13260,Pave,Lvl,Gtl,Duplex,1Story,5,6,1962,2001,TA,TA,CBlock,GasA,TA,Y,1728,0,0,1728,2,0,6,2,10,0,Y,0,0,0,0,0,0,0,1,2010,Abnorml,220079.756777048
9724,Pave,Lvl,Gtl,1Fam,1.5Fin,5,7,1952,2002,Gd,TA,CBlock,GasA,Gd,Y,1929,532,0,2461,2,0,3,1,7,2,Y,0,0,0,0,0,0,0,3,2010,Normal,175502.918109444
17360,Pave,Lvl,Gtl,1Fam,1.5Fin,6,6,1949,1950,TA,Gd,CBlock,GasA,TA,Y,1019,537,0,1556,2,0,3,1,6,1,Y,0,0,150,0,0,0,0,1,2010,Normal,188321.07383356898
11380,Pave,Lvl,Gtl,1Fam,SFoyer,6,8,1966,2008,TA,TA,CBlock,GasA,Gd,Y,1128,0,0,1128,1,0,2,1,5,1,Y,238,0,0,0,0,0,1500,1,2010,Normal,163276.324450004
8267,Pave,Lvl,Gtl,Duplex,1Story,5,5,1958,1958,TA,TA,CBlock,GasA,TA,Y,1604,0,0,1604,2,0,4,2,8,0,Y,42,0,0,0,0,0,0,3,2010,Normal,185911.366293097
8197,Pave,Lvl,Gtl,1Fam,1Story,7,5,2003,2009,Gd,TA,PConc,GasA,Ex,Y,1480,0,0,1480,2,0,3,1,7,0,Y,252,73,0,0,0,0,300,2,2010,Normal,171392.830997252
8050,Pave,Lvl,Gtl,1Fam,1Story,5,5,1959,1959,TA,TA,CBlock,GasA,TA,Y,1143,0,0,1143,1,0,3,1,6,0,Y,0,0,0,0,0,0,0,5,2010,Normal,174418.207020775
10725,Pave,Lvl,Gtl,1Fam,1Story,5,5,1959,1959,TA,TA,CBlock,GasA,Fa,Y,1206,0,0,1206,1,0,3,1,6,0,Y,0,21,0,0,0,0,0,5,2010,Normal,179682.70960377398
10032,Pave,Lvl,Gtl,1Fam,1Story,6,5,1959,1959,TA,TA,CBlock,GasA,Ex,Y,1580,0,0,1580,1,1,3,1,6,2,Y,0,28,0,0,160,0,0,6,2010,Normal,179423.751581665
8382,Pave,Lvl,Gtl,1Fam,1.5Fin,4,5,1956,1956,TA,TA,CBlock,GasA,TA,Y,832,505,0,1337,1,0,3,1,5,0,Y,0,0,0,0,0,0,0,2,2010,Normal,171756.91809177698
10950,Pave,Lvl,Gtl,1Fam,1Story,5,7,1952,1952,TA,TA,CBlock,GasA,TA,Y,1064,0,0,1064,1,0,2,1,4,0,Y,0,0,0,0,0,0,0,5,2010,Normal,166849.638174419
10895,Pave,Lvl,Gtl,1Fam,1Story,5,6,1955,1955,TA,Gd,CBlock,GasA,TA,Y,972,0,0,972,1,0,3,1,5,0,Y,0,0,205,0,0,0,0,6,2010,Normal,181122.168676666
13587,Pave,Lvl,Gtl,2fmCon,1Story,5,5,1958,1958,TA,TA,CBlock,GasA,TA,Y,988,0,0,988,1,0,2,1,5,0,Y,0,0,0,0,0,0,0,4,2010,Abnorml,170934.462746566
7898,Pave,Lvl,Gtl,1Fam,1Story,4,7,1920,1994,TA,TA,BrkTil,GasA,Gd,Y,985,0,0,985,1,0,2,1,4,0,N,0,0,0,0,0,0,0,4,2010,Normal,159738.292580329
8064,Pave,Lvl,Gtl,1Fam,1.5Fin,6,8,1948,2004,TA,TA,CBlock,GasA,TA,Y,816,408,0,1224,1,0,3,1,5,0,Y,414,0,0,0,0,0,0,5,2010,Normal,174445.75955765802
7635,Pave,Lvl,Gtl,1Fam,1Story,5,6,1960,1960,TA,TA,CBlock,GasA,Ex,Y,1175,0,0,1175,1,1,3,1,6,0,Y,0,0,0,0,0,0,0,6,2010,Normal,174706.36365962698
