Id,MSSubClass,LotArea,Street,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,ExterQual,ExterCond,Foundation,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleCondition,SalePrice
1811,190,7627,Pave,Reg,Lvl,Corner,Gtl,OldTown,Artery,Norm,2fmCon,2Story,4,6,1920,1950,Gable,CompShg,Fa,TA,BrkTil,GasA,Gd,N,1101,600,0,1701,2,0,4,2,8,0,N,0,0,148,0,0,0,0,10,2009,Normal,193283.746584832
1812,50,10134,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,5,1910,1950,Gable,CompShg,TA,TA,BrkTil,GasA,Gd,N,801,646,0,1447,1,0,3,1,6,0,N,80,0,244,0,0,0,0,7,2009,Normal,181627.06100660897
1813,50,6000,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1950,1970,Gable,CompShg,TA,Ex,CBlock,GasA,TA,Y,768,560,0,1328,1,1,3,1,6,0,Y,0,12,0,0,0,0,0,3,2009,Normal,169071.62025834
1814,30,7404,Pave,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,6,1920,1950,Gable,CompShg,TA,TA,BrkTil,GasA,TA,Y,861,0,0,861,1,0,2,1,5,0,N,0,0,128,0,0,0,0,11,2009,Normal,167398.006470987
1815,30,5925,Pave,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,2,4,1940,1950,Gable,CompShg,TA,Gd,BrkTil,GasA,Fa,N,612,0,0,612,1,0,1,1,4,0,N,0,0,25,0,0,0,0,10,2009,Normal,150106.505141704
1816,30,8520,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,8,1923,1950,Gable,CompShg,Gd,TA,PConc,GasA,TA,Y,792,0,0,792,1,0,2,1,5,0,Y,0,0,81,0,0,0,0,2,2009,Normal,159650.30428584802
1817,70,9600,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,4,1910,1950,Gable,CompShg,Gd,Gd,BrkTil,GasA,TA,Y,833,677,0,1510,2,0,3,1,7,0,N,0,0,160,0,0,0,0,6,2009,Normal,179471.23597476
1818,70,8400,Pave,Reg,Lvl,Corner,Gtl,OldTown,Artery,Norm,1Fam,2Story,6,7,1900,1950,Gable,CompShg,TA,TA,BrkTil,GasA,Gd,Y,1090,917,0,2007,2,0,3,1,8,0,Y,0,235,0,0,0,0,0,6,2009,Normal,177109.589956218
1819,70,3600,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,7,1917,2007,Gable,CompShg,TA,TA,BrkTil,GasA,Ex,Y,664,624,0,1288,1,0,3,1,5,1,N,0,103,0,0,0,0,0,5,2009,Normal,166558.113328453
1820,30,3300,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,3,1910,1950,Gable,CompShg,TA,TA,BrkTil,GasA,Ex,Y,816,0,0,816,1,0,2,1,5,1,N,0,33,0,0,0,0,0,6,2009,Normal,153796.714319583
1821,50,5400,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,6,1920,1950,Gable,CompShg,Fa,TA,BrkTil,GasA,Ex,Y,1044,0,436,1480,1,0,3,1,6,0,Y,0,0,176,0,0,0,0,9,2009,Family,174520.152570658
1822,70,9720,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,7,1910,2002,Gable,CompShg,TA,TA,PConc,GasA,Ex,Y,780,741,0,1521,1,0,4,1,8,0,Y,0,0,238,0,0,0,0,9,2009,Normal,196297.95829524
1823,30,9392,Pave,Reg,Lvl,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,3,3,1900,1950,Mansard,CompShg,TA,Fa,CBlock,GasA,TA,N,797,0,0,797,1,0,2,1,5,0,N,0,36,94,0,0,0,0,9,2009,Abnorml,169100.681601175
1824,30,6615,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,6,6,1923,1950,Gable,CompShg,TA,TA,BrkTil,GasA,TA,N,1432,0,0,1432,1,0,3,1,6,1,Y,266,61,0,0,0,0,0,9,2009,Normal,176911.319164431
1825,70,4960,Pave,Reg,Lvl,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,1.5Fin,5,7,1930,1982,Gable,CompShg,TA,TA,CBlock,GasA,Ex,Y,1001,653,0,1654,2,0,3,1,7,1,N,244,60,0,0,0,0,0,5,2009,Normal,169234.64548279997
1826,50,6000,Pave,Reg,Lvl,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1924,1950,Gable,CompShg,TA,TA,BrkTil,GasA,Gd,Y,822,320,0,1142,1,0,3,1,6,0,Y,0,0,98,0,0,0,0,6,2009,Normal,172386.297919134
1827,30,6120,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,6,1925,1999,Gable,CompShg,TA,TA,BrkTil,GasA,Gd,Y,995,0,0,995,1,0,2,1,5,0,Y,0,15,51,0,0,0,0,3,2009,Abnorml,156031.904802362
1828,50,6120,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,1938,1950,Gable,CompShg,TA,TA,BrkTil,GasA,TA,Y,994,588,0,1582,2,0,3,1,6,1,Y,189,0,34,150,0,0,0,2,2009,Normal,168202.89230659598
1829,30,8635,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,5,1925,1950,Hip,CompShg,TA,Fa,BrkTil,GasA,TA,Y,1072,0,0,1072,1,0,2,1,5,0,P,0,0,105,0,0,0,0,8,2009,Normal,166505.984017547
1830,70,8094,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,6,1915,1950,Gable,CompShg,TA,TA,PConc,GasA,Gd,Y,1048,720,0,1768,2,0,3,1,8,0,Y,0,0,150,0,0,0,0,6,2009,Normal,176507.37022149
1831,70,9928,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,1915,1994,Gable,CompShg,TA,Gd,BrkTil,GasA,Fa,Y,1272,672,0,1944,2,0,3,1,8,0,N,24,28,0,0,0,0,400,6,2009,Normal,180116.75255316103
1832,90,3000,Pave,Reg,Bnk,Inside,Gtl,OldTown,Norm,Norm,Duplex,2Story,5,1,1922,1950,Hip,CompShg,TA,TA,BrkTil,GasA,TA,N,1088,1040,0,2128,2,0,4,2,11,0,Y,0,56,0,0,0,0,0,9,2009,Abnorml,183072.740591406
1833,70,6876,Pave,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,6,5,1927,1950,Gable,CompShg,TA,TA,CBlock,GasA,Fa,Y,1146,784,0,1930,2,0,4,1,8,0,Y,0,0,213,0,0,0,0,8,2009,Normal,189595.964677698
1834,70,5775,Pave,IR2,Bnk,Corner,Mod,OldTown,Feedr,Norm,1Fam,2Story,6,7,1915,2002,Gable,CompShg,TA,TA,BrkTil,GasA,Ex,Y,741,686,0,1427,1,0,3,1,7,0,Y,0,24,112,0,0,0,0,2,2009,Normal,167523.919076265
1835,190,5852,Pave,IR3,Bnk,Corner,Gtl,OldTown,Feedr,Norm,2fmCon,2.5Unf,7,5,1902,2000,Gable,CompShg,TA,Fa,BrkTil,GasA,TA,N,978,886,0,1864,2,1,6,1,9,0,N,0,188,102,0,0,0,0,5,2009,Normal,210817.775863413
1836,50,5160,Pave,Reg,Lvl,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1927,1950,Gable,CompShg,TA,Fa,BrkTil,GasA,TA,Y,1204,462,0,1666,1,0,3,1,4,0,Y,0,0,148,0,0,0,0,8,2009,Normal,172942.930813351
1837,85,5160,Pave,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,SFoyer,4,6,1923,1950,Hip,CompShg,TA,Gd,PConc,GasA,TA,Y,892,0,0,892,1,0,1,1,5,0,N,0,0,105,0,160,0,0,7,2009,Abnorml,145286.278144089
1838,190,10320,Pave,Reg,Bnk,Inside,Gtl,IDOTRR,Artery,Norm,2fmCon,2Story,6,7,1915,1965,Gable,CompShg,TA,Gd,CBlock,GasA,Ex,Y,754,649,0,1403,1,1,3,1,7,0,Y,0,0,288,0,0,0,0,2,2009,Normal,176468.653371492
1839,20,4280,Pave,IR1,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,9,1946,2001,Gable,CompShg,TA,Gd,CBlock,GasA,Ex,Y,704,0,0,704,1,0,2,1,4,0,Y,0,0,24,0,0,0,0,9,2009,Normal,159040.06956218698
1840,90,10800,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,5,1987,1988,Gable,CompShg,TA,Gd,CBlock,GasA,TA,Y,1200,0,0,1200,3,0,3,1,5,0,Y,120,0,0,0,0,0,0,3,2009,Alloca,178518.20433250698
1841,90,10547,Pave,IR1,Lvl,Inside,Gtl,Edwards,Norm,Norm,Duplex,SFoyer,5,5,1978,1978,Gable,CompShg,TA,TA,PConc,GasA,TA,Y,1152,0,0,1152,2,0,2,2,6,0,N,0,0,0,0,0,0,0,7,2009,Normal,169163.980786825
1842,50,9780,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,3,1934,1950,Gable,CompShg,TA,TA,PConc,GasA,TA,N,687,425,0,1112,2,0,4,1,6,0,N,0,0,0,0,0,0,0,3,2009,Normal,189786.68527457898
1843,20,11625,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1967,1967,Hip,CompShg,TA,TA,CBlock,GasA,TA,Y,1052,0,0,1052,1,1,3,1,6,1,Y,0,215,0,0,0,0,0,4,2009,Abnorml,181246.728523853
1844,85,8014,Pave,IR1,Lvl,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,6,5,1978,1978,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,1034,0,0,1034,1,0,3,1,5,1,Y,0,0,0,0,0,0,0,6,2009,Normal,176349.927153587
1845,80,15400,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,5,1961,1961,Hip,CompShg,TA,TA,CBlock,GasA,TA,Y,904,611,259,1774,2,0,4,1,8,1,Y,290,40,0,0,0,0,0,7,2009,Normal,205266.631009142
1846,80,15312,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,5,1960,1960,Hip,CompShg,TA,TA,CBlock,GasA,Ex,Y,1138,0,0,1138,1,0,3,1,6,1,Y,0,0,0,0,140,0,0,3,2009,Normal,187397.993362224
1847,80,15584,Pave,Reg,Lvl,Inside,Gtl,ClearCr,Norm,Norm,1Fam,SLvl,5,5,1956,1956,Hip,CompShg,TA,TA,CBlock,GasA,Ex,Y,2071,0,0,2071,1,1,4,1,9,1,Y,131,28,0,0,0,0,0,10,2009,Normal,208943.427726113
1848,20,9000,Pave,Reg,Lvl,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,2,2,1947,1950,Gable,CompShg,TA,TA,Slab,GasA,Fa,N,660,0,0,660,1,0,2,1,5,0,N,0,0,100,0,0,0,0,6,2009,Normal,165014.532907657
1849,20,15635,Pave,IR1,Lvl,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1954,1954,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,1383,0,0,1383,1,0,2,1,6,0,Y,0,0,90,0,110,0,0,10,2009,Normal,182492.03756623602
1850,20,9571,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,TA,TA,CBlock,GasA,TA,Y,1073,0,0,1073,1,0,2,1,5,0,Y,0,0,0,0,0,0,0,2,2009,Normal,161718.71259042
1851,60,9350,Pave,Reg,Bnk,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,7,1946,1950,Hip,CompShg,TA,TA,CBlock,GasA,Ex,Y,892,747,0,1639,1,1,3,1,6,1,Y,0,50,0,0,0,0,0,7,2009,Normal,180084.11894116199
1852,20,7440,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,TA,TA,CBlock,GasW,TA,Y,1089,0,0,1089,1,0,3,1,5,1,P,328,0,0,0,0,0,0,9,2009,Normal,178534.950802179
1853,120,4235,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,1Story,5,5,1984,1984,Gable,CompShg,Gd,TA,CBlock,GasA,TA,Y,1049,0,0,1049,2,0,2,1,5,0,Y,0,105,0,0,0,0,0,2,2009,Normal,151217.259961305
1854,80,10778,Pave,IR1,Lvl,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,SLvl,7,6,1990,1991,Gable,CompShg,Gd,TA,PConc,GasA,Gd,Y,1061,0,0,1061,1,1,1,1,4,0,Y,114,36,0,0,0,0,0,7,2009,Normal,156342.717587562
1855,80,19255,Pave,IR1,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,SLvl,6,5,1983,1983,Gable,CompShg,Gd,TA,CBlock,GasA,Gd,Y,1338,0,0,1338,1,1,2,1,5,1,Y,0,0,0,0,0,0,600,9,2009,Normal,188511.44383523898
1856,60,10560,Pave,Reg,Lvl,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1994,Gable,CompShg,Gd,Gd,PConc,GasA,Ex,Y,1079,800,0,1879,2,1,3,1,8,1,Y,400,100,144,0,0,0,0,8,2009,Normal,183570.337896789
1857,70,26400,Pave,Reg,Bnk,FR2,Gtl,SawyerW,Feedr,Norm,1Fam,2Story,5,7,1880,2007,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1288,728,0,2016,1,0,4,1,7,1,P,0,0,0,0,0,0,0,6,2009,Normal,225810.160292177
1858,90,7018,Pave,Reg,Lvl,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,2Story,5,5,1979,1979,Gable,CompShg,TA,TA,Slab,GasA,TA,Y,1114,1114,0,2228,2,0,6,2,8,0,Y,73,0,0,0,0,0,0,6,2009,Alloca,214217.40113169397
1859,90,7018,Pave,Reg,Bnk,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,TA,TA,Slab,GasA,TA,Y,1535,0,0,1535,2,0,4,2,8,0,Y,0,0,0,0,0,0,0,6,2009,Alloca,187665.64101603
1860,90,7040,Pave,Reg,Lvl,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,SFoyer,5,5,1979,1979,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,1229,0,0,1229,0,2,2,2,6,2,Y,120,0,0,0,0,0,0,6,2009,Alloca,161157.177744039
1861,90,7007,Pave,Reg,Bnk,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,TA,TA,Slab,GasA,TA,Y,1513,0,0,1513,2,0,4,2,8,0,Y,0,0,0,0,0,0,0,6,2009,Alloca,187643.992594193
1862,90,11855,Pave,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,Duplex,2Story,7,5,2000,2000,Hip,CompShg,TA,TA,PConc,GasA,Ex,Y,1168,1619,0,2787,4,2,6,2,8,2,Y,312,0,0,0,0,0,0,10,2009,Normal,228156.372839158
1863,90,7939,Pave,Reg,Lvl,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,2Story,7,5,2000,2000,Hip,CompShg,TA,TA,PConc,GasA,Ex,Y,1168,1619,0,2787,4,2,6,2,8,2,Y,312,0,0,0,0,0,0,10,2009,Normal,220449.53466531698
1864,90,7976,Pave,Reg,Lvl,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,2Story,7,5,2000,2000,Hip,CompShg,TA,TA,PConc,GasA,Ex,Y,1168,1619,0,2787,4,2,6,2,8,2,Y,312,0,0,0,0,0,0,10,2009,Normal,220522.352084222
1865,20,10933,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,9,5,2009,2009,Hip,CompShg,Ex,TA,PConc,GasA,Ex,Y,1680,0,0,1680,1,1,1,1,8,1,Y,185,24,0,0,0,0,0,7,2009,Partial,156647.763531624
1866,20,10816,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,Ex,TA,PConc,GasA,Ex,Y,1720,0,0,1720,2,0,3,1,8,1,Y,208,104,0,0,0,0,0,11,2009,Normal,187388.833374873
1867,20,9178,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1468,0,0,1468,2,0,3,1,6,1,Y,192,142,0,0,0,0,0,6,2009,Normal,178640.72379157302
1868,20,11422,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2007,2008,Hip,CompShg,Gd,TA,PConc,GasA,Ex,Y,1838,0,0,1838,2,0,3,1,7,2,Y,154,222,0,0,0,0,0,4,2009,Normal,180847.21673904898
1869,20,6762,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1290,0,0,1290,2,0,2,1,6,1,Y,168,0,0,0,0,0,0,5,2009,Normal,159505.170529478
1870,20,10324,Pave,IR1,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1254,0,0,1254,2,0,2,1,5,0,Y,168,92,0,0,0,0,0,3,2009,Normal,164305.538020654
1871,20,11645,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1498,0,0,1498,2,0,3,1,7,1,Y,144,98,0,0,0,0,0,3,2009,Normal,180181.19673723
1872,60,11646,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2006,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,704,718,0,1422,2,1,3,1,7,1,Y,36,28,0,0,0,0,0,7,2009,Normal,184602.734989972
1873,60,16698,Pave,IR1,HLS,CulDSac,Mod,ClearCr,Norm,Norm,1Fam,2Story,7,5,1992,1993,Gable,CompShg,Gd,TA,PConc,GasA,Gd,Y,944,815,0,1759,2,1,3,1,7,1,Y,150,193,0,0,0,0,0,6,2009,Normal,193440.372174434
1874,20,9757,Pave,Reg,Low,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,7,1994,1994,Gable,CompShg,TA,Gd,PConc,GasA,Ex,Y,990,0,0,990,1,0,3,1,5,0,Y,66,0,0,0,92,0,0,10,2009,Normal,184199.78820991103
1875,20,14753,Pave,IR2,Low,Inside,Gtl,CollgCr,PosN,Norm,1Fam,1Story,7,5,1998,1998,Gable,CompShg,TA,TA,PConc,GasA,Ex,Y,1463,0,0,1463,2,0,3,1,5,0,Y,0,81,0,0,0,0,0,12,2009,Normal,196241.892907637
1876,60,8750,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,TA,TA,PConc,GasA,Ex,Y,928,844,0,1772,2,1,3,1,7,1,Y,150,96,0,0,0,0,0,4,2009,Normal,175588.618271096
1877,20,10739,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2001,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1444,0,0,1444,2,0,3,1,6,0,Y,144,40,0,0,0,0,0,4,2009,Normal,179503.046546829
1878,20,11166,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2001,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1492,0,0,1492,2,0,3,1,6,1,Y,0,114,0,0,168,0,0,7,2009,Family,183658.076582555
1879,20,16269,Pave,IR1,Lvl,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1978,1978,Gable,CompShg,TA,TA,BrkTil,GasA,TA,Y,907,0,0,907,1,0,3,1,5,0,Y,72,0,0,0,0,0,0,7,2009,Normal,193700.976276404
1880,20,6950,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1979,1979,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,914,0,0,914,1,0,2,1,5,0,Y,0,0,0,0,0,0,0,10,2009,Normal,165399.62450704
1881,20,11664,Pave,Reg,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Hip,CompShg,Gd,TA,PConc,GasA,Ex,Y,1611,0,0,1611,2,0,3,1,6,0,Y,262,93,0,0,0,0,0,9,2009,Normal,186847.944787446
1882,60,12334,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2003,2003,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1068,1116,0,2184,2,1,4,1,8,1,Y,192,132,0,0,0,0,0,6,2009,Normal,198127.73287817
1883,60,8749,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,840,885,0,1725,2,1,3,1,6,0,Y,0,48,0,0,0,0,0,11,2009,Normal,183320.898107934
1884,60,11250,Pave,Reg,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,944,926,0,1870,2,1,3,1,6,0,Y,256,43,0,0,0,0,0,5,2009,Normal,181613.606696657
1885,20,15750,Pave,Reg,Lvl,FR3,Gtl,CollgCr,Feedr,Norm,1Fam,1Story,8,5,1999,2000,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1513,0,0,1513,2,0,2,1,5,1,Y,135,34,0,0,0,0,0,6,2009,Normal,178298.791761954
1886,20,12782,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2002,2003,Hip,CompShg,Gd,TA,PConc,GasA,Ex,Y,1828,0,0,1828,2,0,3,1,7,1,Y,194,144,0,0,0,0,0,6,2009,Normal,185733.534000593
1887,20,8750,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1997,1998,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1417,0,0,1417,2,0,3,1,7,1,Y,60,0,0,0,117,0,0,8,2009,Normal,180008.188485489
1888,20,10200,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1602,0,0,1602,2,0,3,1,7,1,Y,0,48,0,0,195,0,0,1,2009,Normal,175127.59621604
1889,60,11069,Pave,Reg,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,2007,2007,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,608,788,0,1396,2,1,3,1,6,1,Y,100,36,0,0,0,0,0,7,2009,Normal,183467.17686272302
1890,20,10682,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1960,1971,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,1149,0,0,1149,1,0,3,1,7,0,Y,0,240,0,0,0,0,0,7,2009,Normal,182705.546021743
1891,180,3675,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SFoyer,6,5,2005,2006,Gable,CompShg,TA,TA,Wood,GasA,Gd,Y,1072,0,0,1072,1,0,2,1,5,0,Y,0,28,0,0,0,0,0,4,2009,Normal,152324.943593181
1892,20,6410,Pave,Reg,HLS,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,4,5,1959,1959,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,876,0,0,876,1,0,3,1,5,0,Y,0,0,0,0,0,0,0,3,2009,Normal,169878.515981342
1893,20,11767,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1950,1950,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,1368,0,0,1368,1,0,3,1,6,0,Y,0,41,211,0,0,0,900,6,2009,Normal,183735.97507657603
1894,90,10926,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,5,1959,1959,Hip,CompShg,TA,TA,CBlock,GasA,TA,Y,1678,0,0,1678,2,0,6,2,10,0,Y,0,0,0,0,0,0,0,8,2009,Normal,224118.28010594103
1895,20,11767,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,TA,TA,CBlock,GasA,Ex,Y,1560,0,0,1560,1,0,2,1,7,1,Y,0,0,0,0,0,0,0,5,2009,Normal,169355.202465146
1896,50,8212,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,TA,TA,CBlock,GasA,Ex,Y,854,444,0,1298,1,0,3,1,6,2,Y,84,0,0,0,0,0,0,9,2009,Normal,180054.276407441
1897,50,6300,Pave,Reg,Lvl,Corner,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,4,1938,1950,Gable,CompShg,TA,TA,PConc,GasA,TA,Y,832,436,0,1268,1,1,3,1,7,2,Y,0,0,55,0,0,0,0,7,2009,Abnorml,174081.601977368
1898,70,5707,Pave,Reg,Bnk,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,6,6,1935,1950,Gable,CompShg,TA,TA,BrkTil,GasA,Gd,Y,647,595,0,1242,1,1,3,1,6,1,Y,329,96,0,0,0,0,0,3,2009,Normal,168494.985022146
1899,30,8574,Pave,Reg,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,8,1916,2000,Gable,CompShg,Gd,TA,BrkTil,GasA,Ex,Y,1232,0,0,1232,1,0,3,1,6,1,Y,0,0,180,0,0,0,0,10,2009,Normal,181871.598843299
1900,70,7155,Pave,Reg,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,8,1918,1990,Gambrel,CompShg,TA,TA,BrkTil,GasA,Ex,Y,628,600,0,1228,1,0,3,1,6,1,Y,0,113,0,0,195,0,0,5,2009,Normal,173554.489658383
1901,50,13680,Pave,Reg,HLS,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1940,1950,Gable,CompShg,TA,TA,CBlock,GasA,Ex,Y,840,727,0,1567,1,1,2,1,6,2,Y,0,21,150,0,0,0,0,2,2009,Normal,169805.382165577
